beta_manual,beta_acclka,sigma_z_manual,sigma_z_acclka,sigma_manual,sigma_acclka,gamma_manual__1,gamma_manual__3,gamma_manual__4,gamma_manual__10,gamma_manual__11,gamma_manual__13,gamma_manual__14,gamma_manual__17,gamma_acclka__2,gamma_acclka__3,gamma_acclka__5,gamma_acclka__6,gamma_acclka__7,gamma_acclka__8,gamma_acclka__9,gamma_acclka__11,gamma_acclka__12,gamma_acclka__14,gamma_acclka__15,gamma_acclka__16
2.00295,1.99876,0.02211,0.07579,0.48654,0.46930,0.00599,0.01792,0.02657,0.00865,-0.00341,0.00786,-0.02203,0.00329,-0.00887,0.00492,0.13269,0.06174,0.10197,0.09371,0.03446,0.12787,-0.04367,-0.05314,-0.02366,-0.03837
1.99285,2.07456,0.04550,0.09607,0.47049,0.47456,0.04363,0.00147,0.07991,0.00202,0.00923,-0.02927,-0.04360,0.02936,-0.02639,-0.01559,-0.02570,-0.05730,-0.01687,-0.00955,-0.15351,-0.04709,-0.04120,-0.04471,-0.19797,0.13326
1.97613,1.94541,0.02150,0.07125,0.48358,0.46115,-0.00242,-0.01125,-0.00632,0.00928,-0.00468,0.02548,0.02607,-0.00064,0.04764,-0.12947,0.10711,0.10263,0.12809,0.11089,0.06575,0.13108,0.02312,-0.01202,-0.00272,-0.03748
2.02603,1.96977,0.02558,0.05050,0.47652,0.46365,0.04793,-0.00330,0.07142,-0.00649,-0.01054,0.00431,-0.02119,0.00611,-0.00072,-0.00366,0.11646,0.06300,0.09387,0.10109,0.00274,0.10909,0.04101,-0.01457,-0.03446,0.00724
2.05940,2.15030,0.00268,0.11209,0.54369,0.45628,0.00057,-0.00545,0.00303,-0.00073,-0.00003,-0.00019,0.00052,-0.00379,-0.16143,-0.15499,-0.10979,-0.04917,-0.04303,0.00103,-0.13007,0.00669,-0.14414,-0.22590,-0.25021,0.12265
2.02696,1.98802,0.01596,0.06835,0.43843,0.48437,0.02877,0.01233,-0.00768,0.02864,-0.01371,-0.00258,-0.01742,0.03752,0.07798,-0.01743,0.12159,0.08088,0.09904,0.12160,0.02572,0.07595,0.06908,0.08604,-0.04181,-0.03925
1.98475,2.09189,0.00730,0.04605,0.54626,0.45216,-0.01547,-0.00388,0.01028,-0.01566,0.00809,0.00156,0.01001,-0.01072,-0.05569,-0.07345,-0.01745,-0.00110,-0.01536,-0.00133,-0.04295,0.01926,-0.01759,-0.08049,-0.07306,0.06182
2.07162,2.04663,0.05218,0.03903,0.44295,0.48718,0.02577,-0.02344,-0.05593,0.05454,-0.09585,-0.04994,-0.11854,0.02695,0.00983,-0.04224,0.00001,-0.00392,0.00135,0.01936,-0.00415,0.00181,0.00251,0.00563,-0.07244,-0.01046
1.93031,2.00583,0.00556,0.08871,0.50742,0.44812,-0.00257,-0.00336,0.00295,0.00550,-0.00191,-0.01197,0.00419,-0.01121,0.04287,-0.13819,0.01104,0.04867,0.04453,0.00407,-0.05019,0.07126,-0.04414,-0.06846,-0.05090,0.12005
2.02750,2.02431,0.00583,0.08664,0.48887,0.47444,-0.00116,-0.00296,0.00309,0.00748,-0.00480,0.00423,-0.00518,-0.00274,-0.04019,-0.08838,0.03464,-0.00289,0.02649,0.13503,0.04885,0.01672,-0.03599,-0.01562,-0.11929,-0.01937
1.96671,2.02617,0.00980,0.11319,0.49022,0.48065,-0.00927,-0.01390,0.01755,0.00768,-0.00252,0.00813,-0.00272,-0.00192,0.00976,-0.11941,-0.01062,0.05564,0.04427,-0.04463,-0.00428,0.16983,-0.11225,-0.10799,-0.09377,0.00487
2.00286,1.97791,0.05759,0.08352,0.50778,0.46785,0.00490,0.03398,0.05319,-0.02295,0.04615,-0.02970,-0.08391,0.01348,0.05833,-0.00509,0.12200,0.05902,0.10749,0.21266,-0.04834,0.03354,0.02178,0.03048,-0.07209,0.08985
1.98535,1.96652,0.04972,0.08105,0.48480,0.46393,0.01511,0.07505,0.05644,0.00001,0.03753,0.00979,-0.01970,0.03215,0.11428,0.00845,0.10372,0.08506,0.12545,0.15584,-0.03505,0.02237,0.04046,-0.03068,0.02764,0.07736
2.02440,1.97392,0.06140,0.17650,0.49408,0.47068,0.00324,-0.07034,-0.00146,-0.02615,-0.10606,-0.05934,-0.07549,-0.01006,0.11097,0.01007,0.04879,0.09350,0.11481,0.16831,-0.13034,0.05773,0.09137,-0.08612,-0.01400,0.19772
2.02594,1.97203,0.09885,0.23143,0.50869,0.45596,-0.03480,0.04094,-0.00376,0.05429,-0.03524,-0.05924,-0.13191,0.04660,-0.08832,-0.13978,0.14568,0.09835,0.09944,0.05838,0.08985,0.21794,-0.02829,0.07494,-0.12977,0.54325
2.01060,1.99382,0.22629,0.11864,0.51033,0.45599,0.06319,0.05029,0.04246,-0.09174,-0.13407,-0.10255,-0.09854,-0.05463,0.06326,-0.10098,0.03534,0.04581,0.06882,0.12105,-0.00366,0.20131,-0.05797,-0.03476,-0.03675,0.15893
1.98598,1.98849,0.06530,0.11838,0.52867,0.45727,-0.01894,0.01396,0.01041,0.03281,0.02618,0.00344,0.00522,0.02672,0.06465,-0.07483,0.08299,0.07027,0.07734,0.12077,-0.03373,-0.02747,-0.00123,-0.05846,-0.10734,0.01270
2.07523,2.02901,0.06594,0.04629,0.44408,0.47053,-0.07188,0.01050,0.00872,-0.09831,-0.13823,-0.10222,-0.03157,0.00496,-0.05749,-0.07510,0.03116,0.01917,0.07951,0.02091,-0.01179,0.08019,-0.06240,-0.00190,-0.05380,0.01276
2.06356,1.98665,0.14391,0.08377,0.47190,0.45677,-0.05093,-0.01763,-0.03003,-0.09734,-0.14147,-0.19107,-0.10519,-0.02513,0.01225,-0.10997,0.02870,0.12759,0.09208,0.05721,0.06479,0.09219,-0.02543,-0.05861,-0.10840,0.05359
1.93395,2.04143,0.13685,0.01936,0.50195,0.47681,0.09727,0.07863,0.08463,-0.02783,0.02391,0.08270,0.01208,0.13553,-0.00510,-0.00566,0.01104,-0.02098,0.01570,0.00910,-0.02320,-0.00647,-0.00552,0.00408,-0.01617,-0.00339
1.97322,1.97246,0.10312,0.05796,0.45506,0.46094,0.08024,0.00266,0.12562,-0.03564,-0.08764,0.06347,-0.00931,0.06307,0.02216,-0.09353,0.03640,0.09204,0.11214,0.13327,0.10080,0.18828,-0.01775,-0.05900,-0.08791,0.14602
1.99645,1.99994,0.03986,0.05607,0.49385,0.48252,-0.02237,0.01043,-0.01940,0.02440,-0.04570,0.03527,-0.00249,0.01203,-0.00126,-0.05547,0.04239,0.10113,0.08587,0.04636,0.03674,0.04213,-0.04883,-0.06467,-0.02751,0.12075
1.98420,1.98837,0.01878,0.11316,0.50330,0.47297,-0.01422,-0.01921,0.02129,-0.00242,0.03320,-0.00044,0.00894,0.03102,-0.02474,-0.06451,0.08470,0.01624,0.09390,0.15446,-0.13847,0.17032,0.20443,0.00383,-0.10559,0.00811
2.01508,2.02599,0.03683,0.05201,0.44627,0.46688,0.00090,0.01407,-0.02076,-0.01487,-0.08416,-0.03977,-0.07224,-0.00789,-0.01061,-0.06872,0.01359,0.04524,0.04911,-0.02329,0.00418,-0.02461,-0.05002,-0.04297,-0.07501,0.06642
2.00869,2.04849,0.07220,0.11034,0.52411,0.46782,-0.06457,0.00960,0.03006,-0.06092,0.07930,0.00060,0.06881,-0.00155,0.02852,-0.12015,0.06450,0.00147,0.03888,0.11399,-0.03824,0.13949,0.05374,-0.02499,-0.14695,-0.07221
2.01934,2.02752,0.02336,0.12856,0.53382,0.46080,-0.01884,0.03328,0.03819,-0.01954,0.01327,0.01341,0.01686,-0.00134,0.04338,-0.07017,0.00453,0.02355,0.06518,0.00614,0.01423,0.09921,-0.00968,-0.03787,-0.12871,-0.10035
1.96425,2.01598,0.01618,0.10351,0.45905,0.48607,0.01245,-0.00865,0.01730,-0.00362,-0.00747,0.00091,-0.00866,0.01106,-0.02605,-0.12378,0.06966,0.04287,0.04585,0.11770,-0.06315,0.09472,-0.10809,-0.04479,-0.06806,-0.01344
2.05563,2.01559,0.10017,0.09464,0.45655,0.48066,0.01086,0.05854,0.12032,-0.09143,0.03127,-0.08604,-0.03245,0.01258,0.04268,-0.08517,0.05446,-0.00157,0.06525,0.03292,-0.11976,0.02292,-0.03910,-0.03124,-0.03584,0.02906
2.08229,2.08149,0.05861,0.09368,0.48994,0.45889,-0.08235,0.00900,-0.08214,-0.03609,-0.16483,-0.05781,-0.05880,-0.05171,-0.09361,-0.16869,-0.06862,-0.02372,0.00868,0.03960,-0.00751,0.03397,0.05262,-0.11483,-0.18197,-0.01764
2.11667,2.02615,0.12212,0.12708,0.48939,0.46831,-0.12626,0.12566,-0.01279,-0.06922,-0.07691,-0.31006,-0.12781,-0.02339,0.01686,-0.06329,0.10264,0.03367,0.06427,0.04175,-0.02152,0.13213,-0.12030,-0.02350,-0.08804,0.14202
2.09190,2.02020,0.12545,0.15648,0.47516,0.46256,-0.10013,0.14271,-0.03938,-0.06381,-0.09101,-0.36186,-0.12032,-0.09001,-0.06636,-0.13026,-0.00387,0.02817,0.05029,0.04688,0.02901,-0.06803,-0.14057,-0.05612,-0.07239,0.19100
2.09078,2.07571,0.22376,0.09499,0.47809,0.46435,0.00343,0.38762,0.10133,-0.18039,-0.21211,-0.14201,-0.09721,-0.01127,-0.03696,-0.22266,-0.02348,-0.03050,0.00422,-0.02324,-0.17280,0.11299,0.04602,-0.15356,-0.19923,0.09387
2.00443,2.09241,0.03470,0.08271,0.48285,0.47463,-0.02167,-0.03256,-0.00734,-0.00708,-0.00528,-0.03332,-0.02488,-0.00917,0.00359,-0.10219,-0.04460,-0.03775,-0.01327,0.01364,-0.00920,-0.01540,-0.08783,-0.00091,-0.09242,0.00099
2.00510,1.99550,0.02492,0.06689,0.49113,0.45751,0.01153,0.02434,0.00225,0.01172,0.01379,0.02208,0.01421,0.01117,-0.00701,-0.00693,0.06075,0.02843,0.08431,0.05100,-0.04433,0.11393,0.09850,-0.04661,-0.02047,0.05598
1.99953,2.03239,0.01509,0.09092,0.49772,0.47603,-0.00444,-0.01155,-0.00046,-0.02148,-0.01390,-0.01955,-0.01044,-0.00993,0.02482,-0.14028,0.01516,0.02406,0.06204,0.04869,-0.00211,-0.06634,-0.12952,-0.01496,-0.13918,0.05942
1.93561,2.06760,0.07899,0.08103,0.50893,0.47731,0.03411,0.06719,0.08691,0.09890,0.00721,-0.03032,-0.02556,-0.01509,-0.00384,-0.16341,0.06023,-0.00354,0.02450,-0.02580,0.00210,0.03363,-0.01336,0.00178,-0.11210,0.15019
1.89680,1.99596,0.08311,0.05500,0.47274,0.45862,0.12341,-0.00993,0.14582,0.11203,-0.01255,-0.00364,0.10513,0.06524,0.01875,0.03485,0.03622,0.08824,0.11115,0.12146,-0.04093,0.05493,0.01464,-0.01096,-0.01669,-0.05024
1.98976,1.98668,0.18850,0.08736,0.46952,0.46928,-0.00547,0.30451,-0.03904,-0.03254,0.03723,-0.05634,-0.01393,0.01456,0.04127,-0.16640,0.12674,0.03821,0.06917,0.04968,0.00130,0.08597,0.04600,0.07190,-0.10997,0.09701
1.95829,2.00204,0.08859,0.10342,0.46147,0.47880,0.01287,0.07112,0.09397,0.03014,-0.08946,-0.04951,0.01252,0.01139,0.02736,-0.14439,0.07744,0.08021,0.10461,0.05056,0.02579,0.04163,0.01851,-0.05203,-0.13821,0.12549
2.04584,2.00943,0.04215,0.12590,0.48048,0.46335,0.00120,0.08587,0.07025,0.02621,-0.03904,-0.07824,-0.04744,-0.04069,0.02323,-0.01446,0.03406,0.00206,0.08946,0.08936,0.11634,0.11932,-0.01140,-0.00180,-0.04918,0.15441
2.00237,1.93468,0.01855,0.13425,0.52638,0.47036,-0.00222,-0.00962,-0.02107,-0.03484,-0.00281,0.01373,0.00501,0.02422,0.05694,-0.09603,0.11210,0.10274,0.17382,0.13930,-0.14833,0.06041,0.09949,0.03473,-0.00485,0.03945
2.03349,2.01459,0.01043,0.05930,0.49874,0.46525,-0.00569,0.01311,0.00515,-0.00358,-0.00423,0.00590,0.00661,0.01077,-0.00903,-0.03442,0.05038,0.03661,0.05616,0.06063,0.02997,0.13129,-0.02467,-0.02331,-0.07408,0.05862
1.96327,1.95455,0.00272,0.07536,0.49615,0.46461,-0.00333,-0.00310,0.00232,0.00026,0.00181,-0.00105,-0.00167,-0.00001,-0.01127,-0.06356,0.08455,0.08340,0.14972,0.09030,0.03693,-0.00038,0.00206,0.03696,-0.00217,-0.11969
2.07654,2.05431,0.01601,0.10331,0.46988,0.47071,0.00905,-0.01098,0.00433,-0.01134,-0.02756,0.00557,-0.00193,-0.00504,0.02345,-0.10389,-0.03672,-0.00899,0.03819,-0.00473,-0.10137,0.12849,0.00300,-0.10197,-0.16385,0.16318
2.01484,2.09859,0.04062,0.11506,0.46331,0.46844,-0.04536,0.02187,0.00111,-0.02499,-0.02727,-0.04056,-0.01461,-0.00002,-0.02557,-0.20626,0.01030,-0.06310,-0.03784,0.01688,-0.04203,-0.04205,-0.15146,-0.06816,-0.15100,0.06500
2.04299,2.08688,0.01692,0.18426,0.47808,0.46681,-0.02902,0.00442,0.00820,0.02235,-0.00721,-0.01813,-0.00359,-0.00192,-0.11635,-0.15577,-0.06064,-0.04266,-0.01006,-0.02431,-0.23988,0.11032,0.13110,-0.16934,-0.20035,0.12266
1.96613,2.00952,0.00224,0.04883,0.50750,0.46372,0.00610,0.00061,0.00162,-0.00487,-0.00006,0.00208,-0.00048,0.00026,0.02703,-0.03583,0.04891,0.09281,0.05606,0.04295,0.01856,0.05697,-0.02329,-0.01998,-0.03708,0.01884
1.99960,2.03230,0.10055,0.08418,0.51575,0.46006,-0.14372,-0.02854,-0.03745,0.11847,-0.05513,0.04363,-0.01053,0.07894,-0.02074,-0.10868,0.03183,-0.02328,0.04289,0.10904,-0.08765,0.01545,0.00416,-0.08158,-0.10828,0.05245
2.01562,2.06993,0.00149,0.11770,0.51381,0.46471,0.00141,-0.00081,0.00362,0.00098,0.00165,0.00042,0.00125,0.00121,-0.10829,-0.11639,-0.01463,0.01739,-0.01737,-0.05553,-0.04292,0.07217,-0.00453,-0.07649,-0.14627,0.04219
1.94475,2.10379,0.01012,0.11882,0.48357,0.46765,-0.00799,0.00845,-0.00901,-0.00474,-0.01041,-0.00287,-0.00840,-0.00049,-0.01170,-0.17926,-0.12567,-0.05438,-0.02466,-0.00314,-0.14376,-0.03981,-0.11804,-0.15440,-0.22407,0.04436
2.03565,2.03950,0.04808,0.05348,0.46476,0.45869,0.03845,-0.01481,0.09748,0.02338,0.00336,-0.00007,-0.03149,0.11322,-0.00081,-0.08211,0.03204,-0.00855,0.04481,-0.00626,-0.03367,0.02088,0.00613,0.00765,-0.07290,0.03946
1.99768,2.07429,0.00707,0.08448,0.50964,0.46847,-0.01394,0.00836,0.00972,-0.00221,-0.00016,-0.01485,-0.00519,0.01822,-0.03515,-0.12289,0.01097,-0.01525,0.00556,0.03507,-0.16845,0.08920,0.00915,-0.08731,-0.14190,-0.03534
2.01563,1.99865,0.03204,0.09058,0.48848,0.46392,0.01644,-0.04255,-0.03720,0.02967,0.02402,0.04057,0.01830,-0.09105,0.01762,-0.05368,0.05804,0.03575,0.04361,0.05738,0.07138,0.04566,-0.04560,-0.00654,-0.02989,0.12432
1.98938,2.04885,0.00277,0.08749,0.48156,0.47081,-0.00031,0.00324,0.00489,0.00262,-0.00258,-0.00007,-0.00399,0.00757,-0.02493,-0.12351,0.02161,0.04047,0.02540,0.06093,-0.12772,0.05309,0.03860,-0.06703,-0.19012,-0.04092
1.95207,2.05053,0.00870,0.07245,0.48598,0.45809,0.00026,-0.00262,-0.00652,-0.00700,0.00308,0.00244,0.01018,-0.01771,-0.05644,-0.09803,0.00204,-0.01168,0.01412,0.00263,0.00163,0.02386,-0.10867,-0.02597,-0.05580,0.10616
2.04777,2.07641,0.06362,0.11854,0.47602,0.49026,0.02273,0.02148,-0.05333,-0.07474,0.00860,0.02162,-0.02060,0.01858,-0.13621,-0.14311,-0.04398,0.00657,-0.01944,0.05183,-0.13397,0.08916,-0.03801,-0.04117,-0.20766,0.02940
1.99622,2.09790,0.02601,0.10188,0.50535,0.45541,0.00350,0.01888,0.03251,0.01841,-0.02638,0.01000,-0.00588,-0.00151,-0.01940,-0.19415,-0.02426,-0.10031,-0.03972,-0.07266,-0.08714,-0.07447,-0.07829,-0.15912,-0.15125,0.03635
2.01861,2.01198,0.01974,0.08069,0.47065,0.47830,0.01373,-0.00733,0.02416,-0.00134,-0.01303,-0.02543,0.00761,-0.00274,-0.04252,-0.10055,0.08475,0.05303,0.09404,0.01897,0.09697,0.03581,0.06048,0.02582,-0.00130,0.11138
1.95643,1.97718,0.06113,0.07995,0.50278,0.47219,0.06823,0.03748,-0.03083,0.01923,-0.06662,-0.02365,-0.05119,-0.02321,0.03225,-0.06278,0.14517,0.07089,0.08800,0.03398,0.01145,0.09038,0.07636,-0.08936,-0.06350,-0.01343
2.02435,2.01886,0.02066,0.03224,0.47058,0.46272,-0.00717,-0.00677,0.00142,-0.01514,0.00378,-0.00089,-0.00165,0.00694,0.00652,-0.03078,-0.00845,0.02430,0.05572,0.03507,-0.01593,-0.00632,-0.03999,0.02259,-0.03041,0.02460
1.97462,2.03312,0.02638,0.09980,0.50550,0.46828,0.01255,0.01566,-0.00252,-0.00024,-0.01165,-0.01499,-0.03602,-0.02351,-0.04145,-0.10327,0.11107,0.03713,0.02345,0.03950,-0.01431,0.10880,0.05557,-0.10837,-0.11930,-0.02508
2.02266,2.01929,0.03826,0.05784,0.47757,0.47985,0.00545,0.00925,-0.00305,0.03176,0.00043,-0.04724,0.03717,-0.00049,-0.03843,-0.05659,-0.02043,-0.00845,0.06743,0.06144,0.00937,0.00662,0.01470,0.04528,-0.05030,-0.00690
1.95882,2.03141,0.03146,0.07254,0.50279,0.47264,0.00538,0.04230,0.00112,0.02099,0.01575,-0.00626,0.02901,-0.01001,0.04508,-0.08885,-0.00856,0.03284,0.06358,-0.00888,0.10953,0.12870,0.00211,-0.06306,-0.04722,0.05931
2.02760,2.01675,0.03159,0.07147,0.45084,0.46106,-0.00435,0.00210,-0.07859,-0.02630,-0.05477,0.02725,0.02548,0.01613,-0.05155,-0.02426,0.01854,0.00810,0.05536,0.05647,-0.04321,0.09362,0.07343,-0.01888,-0.09531,0.08157
1.97723,2.07038,0.00244,0.05423,0.49423,0.46860,-0.00109,0.00436,0.00508,0.00319,0.00084,-0.00011,0.00124,0.00381,0.05012,-0.09011,0.01385,0.02882,0.02437,-0.00340,-0.00401,-0.04348,-0.02280,-0.05216,-0.11881,-0.04124
1.98926,2.03782,0.00041,0.05581,0.52800,0.46836,0.00023,-0.00047,-0.00062,-0.00011,-0.00030,-0.00025,0.00006,-0.00011,-0.00197,-0.02187,-0.00611,-0.00697,0.07493,0.08573,-0.06302,0.06182,0.03413,-0.01121,0.01585,0.02013
2.01698,2.04106,0.00986,0.02583,0.47044,0.45807,-0.00613,-0.00210,0.01602,0.00133,0.02329,0.01685,0.00633,-0.00425,-0.00124,-0.06129,0.00501,0.00335,0.01923,0.05940,0.03088,0.01925,0.03889,-0.05162,-0.03624,0.03632
1.99009,2.02658,0.04913,0.06402,0.49369,0.47749,0.01775,0.04104,0.00291,-0.01579,-0.10335,-0.10913,-0.03486,0.03793,-0.02016,-0.04243,0.06610,0.03336,0.02962,-0.07927,-0.10083,0.00011,-0.06833,0.03370,-0.09153,-0.01507
2.03116,2.05073,0.00514,0.02634,0.47838,0.45864,-0.00174,-0.00560,0.00040,-0.00101,0.00867,0.01053,0.00418,0.00347,0.02811,-0.04395,0.01286,-0.00524,0.03310,0.05885,0.00964,0.02027,0.03360,-0.04503,-0.02605,0.01442
1.93661,2.00050,0.01543,0.06640,0.48444,0.45534,0.02411,0.00299,-0.00002,-0.01358,0.00166,0.01031,-0.01236,0.00499,-0.01687,-0.05899,0.01226,0.04636,0.08201,0.08897,0.07752,-0.01746,-0.05983,0.01631,-0.10105,-0.09015
2.03488,2.03042,0.01290,0.06128,0.48619,0.47870,-0.03413,-0.00151,0.00689,0.01003,-0.01427,-0.01070,0.01016,-0.00152,0.03278,-0.08471,0.07052,0.00666,0.07899,-0.02643,-0.10303,0.06384,0.05248,-0.04880,-0.06090,0.10985
1.95547,2.03122,0.00551,0.03171,0.49027,0.46344,0.01530,0.00284,0.00688,-0.00890,0.00179,0.00179,-0.00842,0.00101,-0.02181,-0.02991,0.00273,0.00489,0.02684,0.04506,0.03232,-0.01530,-0.03604,-0.01018,-0.06356,-0.03700
2.01577,2.05954,0.06600,0.06210,0.47513,0.46214,0.07335,0.04682,0.03549,-0.04950,-0.00090,-0.05659,-0.13255,0.09095,0.02321,-0.07309,0.03632,-0.05281,0.06337,0.04187,-0.02677,-0.02357,-0.05727,0.04952,-0.13670,0.00783
1.93938,2.06248,0.05638,0.05813,0.47503,0.46886,-0.03436,-0.07326,0.04454,0.06592,-0.00462,-0.04980,0.10717,0.06779,-0.07324,-0.07670,0.01660,0.05717,0.03005,-0.02672,0.02958,-0.02144,0.00138,-0.07382,0.00887,-0.03383
2.06035,2.02559,0.03805,0.03314,0.49251,0.46931,0.03989,0.09956,0.00517,-0.02711,-0.03128,0.04727,-0.03982,-0.05283,-0.00318,-0.02123,0.01846,-0.00217,0.06107,0.01083,-0.02143,0.00598,0.00822,-0.02686,-0.08780,0.05004
2.00874,2.03733,0.03380,0.03715,0.49128,0.46661,-0.00798,0.05672,-0.00433,-0.03472,-0.01745,0.02471,-0.04254,-0.01706,-0.01063,-0.01992,0.04068,0.01572,0.04003,0.02938,0.00413,-0.00687,-0.04289,-0.02859,-0.09763,0.04414
1.97267,2.05601,0.02376,0.03372,0.50436,0.47614,-0.00548,0.04179,0.03250,-0.02873,-0.01393,0.02520,-0.03860,-0.02442,-0.01505,-0.01956,0.04621,0.02397,0.00552,0.02495,-0.01912,-0.00472,-0.05945,0.00523,-0.07269,0.02374
2.08021,2.03022,0.11757,0.03097,0.45905,0.46924,-0.03147,0.00351,-0.04574,0.02839,-0.05378,-0.16915,0.02045,0.07053,-0.03208,-0.00458,0.06071,0.03215,0.04104,0.00362,0.00063,-0.01627,-0.02760,-0.01586,-0.02263,-0.00434
1.96235,2.00156,0.01374,0.07615,0.49001,0.46989,0.00158,0.01101,0.00886,-0.01967,-0.01148,0.02353,-0.01596,-0.01442,0.02095,-0.15839,0.06320,0.06549,0.11064,0.13053,0.00060,0.04218,0.00814,-0.10151,-0.09120,-0.01800
2.02140,2.00973,0.00127,0.06048,0.47599,0.46113,0.00161,0.00085,0.00101,-0.00150,0.00060,0.00077,-0.00020,0.00111,0.05252,-0.01142,0.02184,0.08355,0.09568,0.05040,-0.10440,-0.03416,-0.02806,-0.02765,-0.11008,-0.03973
1.97533,2.03455,0.04138,0.04981,0.47871,0.47726,0.02698,-0.04484,-0.01121,0.05742,0.05290,0.03698,0.05365,0.04033,0.00101,-0.06462,0.00800,-0.00263,0.02538,0.02616,0.00821,0.07305,-0.00781,-0.07974,-0.03407,0.06931
2.00921,2.05541,0.03160,0.03748,0.48719,0.46752,-0.01301,-0.00776,0.02480,0.01323,0.01726,0.01409,0.03126,0.01226,-0.03151,-0.01712,-0.02618,0.01085,0.03763,0.01921,-0.02654,0.06314,-0.03007,-0.04530,-0.06584,0.03111
2.00703,2.06900,0.01411,0.08605,0.52083,0.47640,0.00851,-0.00358,-0.01546,0.00478,-0.02561,-0.00586,0.01049,-0.00817,-0.00814,-0.07731,0.01072,-0.04288,0.03341,-0.02057,-0.07258,-0.00540,0.12848,-0.01577,-0.04300,0.07805
2.00124,2.00461,0.00220,0.03904,0.45616,0.45954,-0.00043,-0.00035,0.00068,-0.00187,0.00146,0.00098,-0.00026,-0.00209,-0.03356,-0.09277,-0.00099,0.01788,0.05822,0.05950,-0.02136,0.02495,-0.05991,-0.04432,-0.10983,0.01786
2.06528,2.03583,0.08469,0.04803,0.52355,0.47868,0.04317,0.01623,0.09931,0.02115,-0.09735,-0.09069,-0.04703,0.06772,0.00967,-0.09103,-0.01673,-0.05234,0.03868,-0.01444,-0.02212,0.07104,0.05311,-0.04420,-0.01484,0.01673
2.00459,2.05495,0.06448,0.05831,0.53342,0.45504,-0.04925,-0.03922,0.00359,-0.07850,0.00525,-0.00075,0.00970,-0.00642,0.03940,-0.10309,-0.00839,0.00304,0.02413,-0.03019,0.00646,-0.02576,0.01256,-0.03901,-0.10667,0.14316
2.04227,2.02207,0.04678,0.05777,0.51661,0.45905,-0.00467,-0.01845,-0.02180,0.06886,-0.02986,-0.01265,-0.02094,-0.01449,0.10504,-0.05061,0.03978,0.00714,0.06199,0.03402,0.02456,0.06561,0.09093,-0.02014,-0.10301,-0.03299
1.99545,2.03604,0.04025,0.05014,0.48943,0.48065,-0.01045,0.01687,0.04324,-0.08180,-0.00880,-0.01847,0.02824,-0.00023,-0.09477,-0.05240,0.01300,0.05691,0.01275,0.05967,-0.06030,0.01121,0.00425,-0.02775,-0.02381,0.06112
1.96353,2.02542,0.01364,0.03041,0.48861,0.45954,0.00612,-0.00674,-0.00723,0.03467,-0.00929,0.00136,-0.01445,-0.00413,0.03699,-0.02491,0.02115,0.01183,0.04689,0.01267,0.02083,0.01609,0.00549,-0.00298,-0.06016,-0.01486
2.01138,2.01794,0.03928,0.09235,0.52437,0.46844,-0.00793,-0.00374,-0.02568,0.02459,0.04370,0.04109,-0.00241,0.03817,0.12248,-0.14428,0.10175,-0.01064,0.04336,0.07055,-0.07514,0.02602,-0.17010,0.00889,-0.07279,0.03688
2.02179,2.03006,0.00533,0.08728,0.47141,0.48631,-0.00164,0.00818,0.00129,-0.00142,0.00296,0.00624,0.00328,0.00072,-0.00271,-0.08045,-0.04047,0.03160,0.03369,-0.01673,0.06403,0.04328,0.01764,-0.08679,-0.11929,0.03195
1.99206,2.02384,0.20878,0.04834,0.48863,0.45826,0.04504,-0.28119,0.09537,-0.07622,-0.13977,-0.20995,-0.09112,0.04077,0.04745,-0.06542,0.06274,0.01028,0.07346,0.04225,-0.07943,0.01591,-0.03002,-0.00308,-0.05262,-0.01278
2.03608,2.00409,0.04204,0.10007,0.47446,0.46737,-0.01724,-0.01464,-0.00863,-0.01946,0.02544,-0.03250,0.01929,0.01968,0.09700,-0.03933,0.06114,0.03894,0.04161,0.15183,0.02359,0.16657,-0.11815,-0.15155,-0.04416,0.04341
2.05321,2.02330,0.02003,0.04447,0.48804,0.46307,0.00245,0.01971,0.01771,-0.00737,-0.04110,0.01917,-0.02896,-0.01051,-0.06720,-0.10023,0.04389,0.01713,0.05706,-0.02168,-0.06359,-0.02181,0.02511,0.03600,-0.09978,-0.01408
2.01643,2.01861,0.01215,0.04300,0.49368,0.47872,-0.00702,-0.01247,-0.00440,-0.00245,0.00052,-0.00339,0.00324,-0.00199,-0.02672,-0.06500,-0.00298,0.06348,0.04953,0.06636,-0.03294,0.03880,-0.05591,-0.01487,-0.08256,0.03031
1.99013,2.03299,0.02197,0.05668,0.48057,0.46052,-0.03705,0.03384,-0.00333,-0.02330,-0.03987,-0.02847,-0.00129,-0.01754,0.00854,-0.06553,0.07194,0.00524,0.05169,0.01022,-0.01232,0.00065,0.06944,-0.03133,0.01593,-0.00318
2.03710,2.01726,0.03497,0.06290,0.46354,0.45245,0.02404,-0.06640,0.03185,0.02489,-0.03895,0.01811,0.02951,0.05967,-0.04557,-0.13063,0.04659,0.06896,0.08204,0.04542,0.02349,0.00131,0.09721,-0.01436,-0.18233,0.08357
1.98933,2.01258,0.00451,0.06571,0.50767,0.48485,-0.00233,0.00849,-0.00321,-0.00568,0.00655,-0.00214,-0.00316,-0.00687,0.07082,-0.00855,0.03041,-0.02660,0.08730,0.03343,-0.07739,0.05721,-0.13056,-0.05470,0.00365,-0.05374
