beta_manual,beta_acclka,sigma_z_manual,sigma_z_acclka,sigma_manual,sigma_acclka,gamma_manual__1,gamma_manual__3,gamma_manual__4,gamma_manual__10,gamma_manual__11,gamma_manual__13,gamma_manual__14,gamma_manual__17,gamma_acclka__2,gamma_acclka__3,gamma_acclka__5,gamma_acclka__6,gamma_acclka__7,gamma_acclka__8,gamma_acclka__9,gamma_acclka__11,gamma_acclka__12,gamma_acclka__14,gamma_acclka__15,gamma_acclka__16
2.02117,2.03625,0.04412,0.03794,0.46882,0.46189,0.01581,-0.04474,0.08158,0.03447,-0.09520,0.00667,-0.00387,0.06288,-0.05868,-0.05549,0.00657,-0.00676,0.05746,-0.00107,0.00357,-0.01691,0.05220,-0.01956,-0.04186,0.06666
2.00801,2.02757,0.03538,0.04222,0.46413,0.45637,0.01694,-0.01908,0.06258,0.01350,-0.08508,0.00403,0.00636,0.04927,-0.07413,-0.05460,-0.00213,-0.02697,0.06320,0.00385,0.01246,0.01531,0.07175,0.00515,-0.06041,0.05905
1.96716,2.04095,0.07442,0.02927,0.49423,0.48223,0.04490,-0.01259,-0.02326,0.00209,0.07968,0.00729,0.01717,-0.00446,-0.01314,-0.01494,-0.00415,0.02525,0.01777,-0.00989,-0.06489,0.01861,-0.01151,-0.05358,-0.06383,0.01010
2.01991,2.03936,0.01173,0.10088,0.49273,0.45414,0.00085,0.00645,0.00788,-0.00440,-0.00976,-0.00259,0.00028,0.00345,-0.02477,-0.14434,0.07487,0.01047,0.03884,0.10741,0.09180,0.01610,0.02837,0.02941,-0.04463,0.02197
1.97170,2.01534,0.06826,0.05950,0.45654,0.46559,0.02397,-0.11033,-0.00525,0.02753,-0.03627,0.03763,-0.01826,0.08724,-0.02286,-0.05576,0.02087,0.04614,0.05723,0.01620,-0.11477,0.05151,-0.04050,-0.07368,-0.12735,0.07174
2.00406,1.99997,0.05036,0.08370,0.50350,0.47039,-0.00488,0.08605,0.05879,-0.05175,-0.01937,-0.02048,0.01193,-0.04311,0.03106,-0.10335,0.04345,0.00245,0.09138,0.08846,0.11717,0.02755,-0.01021,0.02063,-0.03644,-0.00955
2.00506,1.98037,0.05290,0.12343,0.48198,0.47167,0.03233,0.01635,0.01082,-0.05505,-0.02025,0.03621,0.00186,-0.05116,-0.02576,-0.03691,0.10706,0.14035,0.10593,0.12869,0.05012,-0.02835,-0.03283,0.00479,-0.05933,0.08874
2.00627,1.97662,0.02611,0.09709,0.48542,0.47768,0.00899,-0.00793,0.00748,-0.01810,-0.01406,0.01227,-0.00380,-0.03105,-0.01897,-0.02390,0.06935,0.11094,0.04247,0.08966,0.03697,0.02752,0.00972,0.02234,-0.08206,0.05391
2.02095,2.00201,0.04427,0.05231,0.50769,0.47494,-0.00401,0.02663,0.02527,0.04037,0.03688,0.02384,-0.01353,-0.05767,-0.02595,-0.05035,0.03896,0.00137,0.06055,0.07722,0.00602,0.03026,-0.00935,-0.08294,-0.03891,0.03486
1.98602,2.02975,0.01824,0.07751,0.46680,0.46014,0.00328,0.02612,-0.00166,-0.01514,-0.00468,-0.02021,0.00500,0.01558,0.03483,-0.09563,0.02074,0.07160,0.06988,-0.00876,-0.05117,0.03735,0.05275,0.04951,-0.12368,0.03648
2.01157,2.02267,0.02323,0.06717,0.46225,0.45820,0.00179,0.02492,0.01541,-0.02353,0.00355,-0.03641,-0.00155,0.01491,0.05293,-0.04968,0.02674,0.03347,0.04182,0.00050,-0.05254,0.04882,0.00691,0.03005,-0.08506,0.03248
1.99343,2.03505,0.01302,0.07485,0.47708,0.46039,0.00047,0.01562,0.00999,-0.00334,-0.00993,-0.01365,-0.00502,-0.00472,0.01054,-0.03902,0.04065,0.07624,0.04731,-0.03155,-0.08996,0.01949,0.03548,-0.00775,-0.13095,-0.02058
2.00938,2.03536,0.09776,0.06758,0.47567,0.46750,0.00011,-0.11168,0.02608,-0.07339,0.00759,-0.03005,-0.00991,0.05590,0.14185,-0.09272,-0.01736,-0.02235,0.07074,0.09223,-0.04106,0.08760,-0.13554,-0.02867,-0.06485,0.01120
2.00908,2.02839,0.07649,0.09802,0.47642,0.46999,0.01763,-0.03459,-0.03533,-0.03918,-0.03648,-0.03080,-0.03771,0.03244,0.18780,-0.17502,-0.03773,-0.01382,0.07464,0.15575,-0.10241,0.25375,-0.20517,-0.02247,-0.10183,0.00294
2.01057,2.03176,0.01656,0.05053,0.46630,0.46371,-0.00587,-0.00428,0.01672,0.01002,-0.02872,-0.01226,-0.01472,0.01273,0.07078,0.01478,-0.01900,0.04556,0.03916,0.05005,0.03648,0.05297,-0.05639,-0.05488,-0.05124,-0.00224
1.95085,2.00781,0.03358,0.04510,0.51168,0.47794,0.01314,0.03295,-0.00145,-0.02856,0.03186,-0.00408,0.01511,-0.01843,-0.03758,-0.06482,0.04969,-0.00536,0.06189,-0.02360,-0.05483,-0.01731,0.01243,0.00654,-0.04536,0.01891
2.04865,2.04215,0.00787,0.08118,0.45309,0.46715,0.00008,0.00148,0.01423,-0.01000,0.00386,-0.00227,-0.00197,0.00696,-0.01896,-0.02765,0.00689,0.04115,0.00205,0.11983,0.14270,-0.10303,-0.11634,-0.02414,-0.12283,-0.05155
1.98578,2.04920,0.00954,0.05023,0.52935,0.47094,0.00337,0.00024,0.00347,0.01190,-0.00553,0.00106,0.00375,-0.00622,0.00056,-0.09649,0.04314,0.01673,0.02375,-0.01638,-0.13806,0.11038,0.07056,-0.03830,-0.07968,0.07116
2.00619,1.98177,0.09702,0.08075,0.47365,0.46293,-0.00078,-0.02095,0.06203,-0.03943,-0.06675,0.00054,-0.10091,0.06078,-0.04031,-0.01893,0.03226,0.02642,0.10593,0.17259,0.19156,-0.03104,0.02995,0.07863,-0.00733,-0.13049
1.99589,1.98019,0.05899,0.06394,0.51085,0.46378,-0.00334,0.02351,-0.00936,-0.01618,-0.07632,-0.01410,-0.01567,0.08338,0.00239,-0.07298,0.02152,0.07472,0.11176,0.15217,0.00338,0.04804,-0.00143,-0.02766,-0.04334,-0.02120
1.99565,2.04153,0.06970,0.09846,0.47564,0.46791,0.03767,-0.05007,0.10315,0.02450,0.05242,-0.00922,-0.00160,-0.05169,0.03116,-0.08344,0.00951,-0.00286,0.06474,-0.03198,-0.06238,0.04716,-0.00644,-0.00180,-0.11943,0.10052
2.01929,1.98632,0.03135,0.06229,0.50648,0.46514,0.00370,-0.00265,-0.03614,-0.04355,-0.08156,0.00067,-0.01005,0.00641,-0.00132,-0.05070,0.04889,0.02882,0.08531,0.08370,0.00596,0.03940,0.02081,-0.06912,-0.04099,-0.02460
2.01199,2.01768,0.01561,0.06784,0.47262,0.46539,0.00085,0.00665,0.00884,-0.01406,0.01946,-0.01281,-0.01078,-0.00693,0.00028,-0.08664,0.01592,0.03480,0.06214,0.03640,-0.04929,-0.01543,-0.01813,0.02380,-0.08732,0.07846
2.03326,1.96766,0.01293,0.07561,0.45581,0.46509,-0.01470,0.00142,0.00456,-0.00826,0.01362,-0.01108,0.00462,0.00012,0.05593,-0.09325,0.04730,0.03311,0.08001,0.12479,0.05833,0.02466,0.00847,-0.03316,-0.02763,-0.02822
1.96978,2.03326,0.00114,0.04857,0.53889,0.46943,-0.00059,-0.00026,-0.00000,0.00011,-0.00158,0.00151,0.00048,0.00127,0.00162,-0.02549,0.03121,0.01435,0.05489,-0.01690,-0.06173,0.05386,-0.00072,-0.00178,-0.09694,0.06076
2.01454,2.03406,0.06047,0.11089,0.44558,0.47285,-0.02198,0.02867,0.05902,-0.03267,0.05271,-0.09343,-0.09507,-0.00923,0.11283,-0.07728,-0.01343,0.00957,0.04207,-0.00905,0.03190,0.17542,0.04433,-0.02466,-0.10921,0.02493
2.00987,1.97142,0.04397,0.09200,0.49077,0.47223,-0.01276,-0.05792,0.02209,0.00326,0.01183,-0.05692,0.01358,0.01221,-0.04317,-0.06384,0.14582,0.07971,0.11573,0.15633,-0.11106,-0.02980,-0.01224,-0.01215,-0.04252,0.00034
1.99808,2.03484,0.01885,0.06852,0.51245,0.46599,-0.00016,0.03286,-0.00553,-0.00304,0.02299,-0.00214,0.00453,-0.01141,0.07009,-0.07954,-0.03959,0.03476,0.02350,-0.00683,0.04902,0.13040,0.00694,-0.00920,-0.06358,0.07487
2.01355,2.06564,0.00127,0.05043,0.47580,0.46867,0.00049,-0.00167,0.00043,-0.00029,-0.00153,-0.00073,-0.00055,0.00068,-0.08789,-0.05914,0.06543,0.02566,0.01057,0.06336,-0.08504,-0.05256,-0.03525,-0.04796,-0.08028,-0.02471
2.01402,2.03082,0.00009,0.03918,0.48760,0.46567,0.00002,0.00010,-0.00003,-0.00002,0.00007,0.00004,0.00003,0.00004,0.05254,-0.05922,-0.01696,-0.00702,0.03195,-0.02726,0.06856,0.06948,0.00919,-0.02104,-0.07824,0.04218
2.01696,2.03768,0.15605,0.02804,0.49003,0.47754,-0.04436,-0.12319,0.05586,-0.00673,-0.23477,-0.06919,-0.19331,-0.05668,-0.01155,-0.02189,0.02534,-0.01944,0.00195,0.00903,-0.05706,-0.02252,-0.03932,-0.02767,0.00017,-0.04072
2.00560,2.00928,0.00326,0.04190,0.50101,0.46836,-0.00195,0.00113,0.00259,0.00232,0.00048,0.00383,0.00296,0.00222,0.05769,-0.03323,0.06961,0.04335,0.05675,0.03338,-0.00307,-0.01282,0.07320,-0.03728,-0.10656,0.02397
1.99315,1.99444,0.01176,0.04797,0.48105,0.47101,-0.00347,0.00917,0.01049,0.00686,-0.00418,0.01286,0.01121,0.01332,0.05172,-0.02898,0.09381,0.03819,0.07482,0.03421,-0.01740,-0.02650,0.08915,-0.03964,-0.12307,0.01441
2.01564,2.03527,0.01643,0.02612,0.46799,0.46398,-0.00625,0.01725,-0.00930,-0.00962,0.02207,0.00956,0.01566,0.00071,-0.00879,-0.03994,0.00581,0.00765,0.03031,0.01103,0.00367,0.01776,0.01422,-0.00761,-0.11149,0.00677
2.00581,2.06225,0.03553,0.02430,0.45492,0.46498,0.00220,0.02103,0.02194,-0.01068,-0.00348,-0.00522,0.03830,-0.00124,-0.01457,-0.04820,0.00627,0.00591,0.01206,-0.00947,-0.01190,0.03065,0.02015,0.00878,-0.09111,-0.01598
1.98703,2.04775,0.15490,0.04953,0.50418,0.47349,0.07254,-0.14308,0.12510,0.03295,-0.06006,-0.13148,-0.11065,0.08382,-0.09467,-0.03761,-0.06437,0.01996,0.04043,0.06229,-0.06766,-0.00510,0.05612,-0.06790,-0.03410,0.02477
2.01028,2.03004,0.05031,0.04669,0.46566,0.46038,-0.03003,-0.00160,0.03716,-0.02226,0.00415,0.03498,0.06144,-0.02182,0.05553,-0.09985,-0.00292,0.05702,0.06344,0.02993,-0.00342,0.03215,-0.06102,-0.06242,-0.04741,0.05950
1.97938,2.01541,0.05109,0.06276,0.50777,0.47315,0.03347,0.01110,-0.01663,0.02390,-0.03744,-0.05201,-0.06882,0.03911,-0.04889,-0.03225,0.03876,-0.02757,0.04321,0.01837,-0.04408,-0.00054,0.07980,-0.00034,-0.11545,-0.04140
1.96318,2.03504,0.09300,0.03975,0.47880,0.47420,0.03005,0.05776,0.11336,-0.08537,-0.01070,-0.08364,0.01795,0.07727,0.00130,-0.02146,0.00369,0.00537,0.05837,0.00138,-0.00989,-0.01478,0.02121,-0.03099,-0.04039,0.06029
1.93722,2.04128,0.03928,0.02972,0.50386,0.46173,0.02244,-0.03895,0.00274,0.05157,0.04310,-0.00750,0.03117,-0.00241,0.02333,0.03299,0.00645,0.01645,0.03736,-0.03615,0.03896,-0.00129,0.00286,-0.00124,-0.00748,-0.02160
2.04201,2.03764,0.13106,0.06116,0.46194,0.46998,-0.04013,0.14416,-0.06075,-0.23080,-0.24761,-0.01622,-0.05912,0.07211,-0.06012,-0.15830,0.02198,-0.00284,0.05704,0.09883,-0.11585,0.02612,-0.01691,-0.03991,-0.12681,0.08722
1.97247,2.02689,0.00314,0.07454,0.51201,0.46248,0.00099,-0.00197,0.00262,0.00797,0.00281,0.00313,-0.00455,0.00121,0.04122,-0.00503,0.07410,0.03762,0.05007,-0.01504,0.02098,0.05409,-0.04890,0.01052,-0.07877,-0.00510
2.01111,2.01326,0.04581,0.04137,0.47448,0.47120,-0.01649,0.03155,-0.03398,-0.12045,-0.02818,-0.02867,0.04595,-0.01203,-0.01455,-0.08463,0.01387,0.03077,0.06381,0.08208,-0.01711,0.01380,0.05835,-0.03371,-0.04728,0.03074
1.97335,2.02378,0.02811,0.10472,0.49454,0.46442,0.01421,-0.01985,0.03943,0.07772,0.00118,0.02585,-0.03625,0.01299,-0.00897,-0.05210,0.09779,0.05009,0.04565,-0.02100,-0.08128,0.06327,-0.08885,-0.00977,-0.10847,0.00152
1.95027,2.01338,0.03892,0.06141,0.48259,0.46142,0.02902,0.00700,0.06338,0.06858,0.04667,-0.00402,0.00251,0.00509,-0.02826,-0.08122,0.02092,0.03262,0.06480,0.08779,-0.02415,0.03230,-0.01684,0.01683,-0.06960,-0.03418
2.02876,2.04608,0.01182,0.15933,0.50317,0.46838,0.00126,-0.00922,-0.00786,-0.01074,-0.02763,0.00112,-0.00058,0.00945,0.00938,-0.08791,-0.01848,0.01316,0.03182,0.01992,-0.06353,-0.00272,0.02003,-0.14472,-0.03084,0.31134
2.01553,2.04039,0.02748,0.13603,0.50528,0.47342,-0.01113,-0.00168,-0.01274,-0.01498,-0.06750,-0.01218,0.00145,0.00177,0.09212,-0.07348,0.04508,0.00101,0.04836,-0.00333,-0.06459,-0.00909,-0.05605,-0.17701,-0.11642,0.17443
1.98769,2.06124,0.07629,0.08587,0.46748,0.46475,0.04546,-0.00574,0.13431,0.02964,0.09172,-0.07493,-0.01624,0.03524,-0.06369,-0.20926,-0.01776,-0.01451,0.03020,0.05891,-0.10332,0.06651,0.01104,-0.00663,-0.18421,-0.05031
1.89373,2.05662,0.11221,0.10926,0.49338,0.47957,0.08554,0.16911,0.05539,0.06406,-0.10106,0.02448,0.09749,0.10150,-0.01112,-0.01415,0.01860,0.00325,0.00528,-0.00922,-0.08377,0.01808,0.02802,-0.13908,-0.09528,0.26495
1.88708,2.00510,0.09543,0.08971,0.48216,0.47785,0.09218,0.07117,0.22363,0.04075,-0.01285,-0.01001,0.02558,0.07503,-0.06215,-0.16760,0.01867,0.04878,0.07638,0.03005,0.03017,0.09190,0.05624,-0.02892,-0.10670,0.10079
1.89826,2.05148,0.09370,0.10175,0.50754,0.47231,0.06150,-0.11017,0.01697,0.08024,0.04811,-0.02473,0.10762,0.11336,0.07437,-0.11102,0.03010,-0.01404,0.00553,0.05701,0.00273,-0.01854,-0.08480,-0.01668,-0.10399,0.00242
1.94656,2.03108,0.11634,0.11450,0.47641,0.46594,0.03274,0.23732,0.22261,-0.02991,-0.01928,-0.08300,-0.05652,0.03316,-0.06946,-0.14419,-0.01381,0.03264,0.05313,0.03124,-0.10176,0.11624,-0.02448,-0.13100,-0.16646,0.05808
1.79665,2.04581,0.17088,0.11244,0.49602,0.46635,0.22374,-0.29198,0.19502,0.27234,0.10833,0.14773,0.09081,0.25546,-0.05859,-0.13973,-0.01082,0.04965,0.03942,-0.00826,-0.01148,-0.09159,-0.05752,-0.15487,-0.14986,0.06514
1.96420,1.97102,0.04196,0.08356,0.48417,0.46738,0.03584,0.11689,0.07983,0.06723,-0.00331,-0.06897,-0.00477,0.01377,0.04100,-0.08179,0.05782,0.09630,0.12443,0.02424,-0.03674,0.07379,0.06669,-0.10578,-0.08771,0.06347
1.93916,2.04304,0.03745,0.04070,0.44933,0.47485,0.05842,-0.08111,-0.00480,0.00039,0.01393,-0.03549,-0.00453,0.05899,0.04278,-0.03131,0.02694,0.01648,0.03337,0.03735,-0.00178,-0.00443,-0.02249,0.05579,-0.04949,0.00116
2.15674,2.04081,0.24921,0.04003,0.52673,0.45733,-0.09188,0.68425,-0.12895,-0.19857,-0.18472,0.12443,-0.11235,-0.07203,-0.04165,-0.02744,0.03981,0.05663,0.03183,0.02520,-0.01570,0.05811,0.03092,-0.06573,-0.02821,0.03520
2.09209,2.02419,0.21557,0.06587,0.48930,0.47318,-0.11009,0.00739,-0.04595,-0.21468,-0.09649,-0.38208,-0.13887,-0.05798,-0.06427,-0.10329,-0.05054,-0.00565,0.07347,0.05180,-0.01066,0.00058,0.12668,-0.13850,-0.06865,0.09098
1.99829,2.02003,0.01565,0.03247,0.51078,0.47772,-0.01630,0.02013,0.01917,0.01194,-0.01987,-0.01058,-0.02200,0.01455,0.02630,-0.04822,0.03824,0.04698,0.01559,0.01392,-0.01339,0.01345,-0.01076,-0.03382,0.02172,-0.03950
2.01839,2.00674,0.03754,0.03035,0.49770,0.45799,0.01197,-0.03334,-0.00436,-0.03505,0.01612,0.00054,0.01806,-0.01528,0.01507,-0.01807,0.04330,0.02118,0.08004,0.03880,0.00772,-0.00217,0.04772,-0.00765,-0.02890,-0.00590
2.00567,1.98040,0.05156,0.04873,0.48210,0.45721,0.03776,-0.07048,-0.04656,-0.07181,0.00500,0.03807,0.01395,0.01715,0.00631,-0.04973,0.04100,0.04674,0.12847,0.05825,0.04557,-0.03828,0.04839,-0.02577,-0.03988,-0.00934
1.96240,2.06897,0.02175,0.07007,0.45597,0.46148,0.00564,0.00938,0.02354,-0.01026,0.01157,0.00058,0.02006,0.02033,-0.07318,-0.15351,-0.03098,0.00465,-0.01539,0.08301,-0.14021,0.15220,0.01419,0.09549,-0.10504,0.08741
1.97554,2.02608,0.03886,0.05669,0.48324,0.45651,0.02158,0.02308,0.01475,-0.02337,-0.02266,-0.02995,0.00140,0.05362,-0.05257,-0.10096,0.00596,-0.01610,0.06861,-0.00906,-0.03635,-0.01219,0.02413,-0.06603,-0.07062,-0.03533
1.95710,2.03643,0.04211,0.07866,0.52180,0.48247,0.02495,-0.02384,0.02255,-0.07061,-0.03257,-0.02983,0.00756,0.07760,0.02109,-0.19080,0.02168,0.06858,-0.00435,0.08323,0.06597,0.01877,-0.01627,-0.04494,-0.07633,0.09049
2.00576,2.05553,0.02088,0.01908,0.45777,0.45270,-0.03003,0.01595,0.00635,0.03586,-0.00179,-0.00317,-0.01251,-0.03901,-0.00007,0.01684,0.01363,-0.00615,0.02028,-0.00331,-0.03019,0.01223,-0.01065,-0.00424,-0.03055,-0.01249
2.02115,2.01473,0.01562,0.06580,0.51133,0.48522,0.02271,-0.01231,0.00710,-0.04045,-0.02481,-0.00014,0.00363,0.02854,0.07295,-0.16206,0.01147,0.07836,0.04127,0.07336,0.07337,0.02652,0.09234,-0.02837,-0.04965,0.08261
2.02187,2.02322,0.00655,0.04444,0.50070,0.48518,0.00667,0.00131,-0.00605,-0.01064,-0.00059,0.00065,-0.00037,0.00993,0.02960,-0.07745,0.02936,0.03401,0.06181,0.05799,0.01819,0.02246,0.10325,-0.04056,-0.04339,0.00526
1.97640,2.01120,0.03198,0.07866,0.46444,0.45047,-0.03216,0.01137,0.04855,0.05228,0.02150,-0.00856,0.02331,-0.05029,-0.06462,-0.04449,0.03152,0.05183,0.05904,0.04355,-0.03848,0.04664,-0.05079,0.01950,-0.10202,0.04091
1.98886,2.04927,0.01243,0.09721,0.51136,0.48509,0.01910,-0.00407,-0.01399,-0.01575,-0.00909,0.00337,-0.00946,0.01838,0.05278,-0.20086,0.05292,0.00972,0.03260,0.07064,-0.03491,0.00969,0.02100,-0.12619,-0.13540,0.02219
2.03373,2.05086,0.01871,0.08375,0.46058,0.45270,-0.01932,0.00878,0.03238,0.02000,-0.00230,-0.03072,0.01837,-0.03080,-0.08969,-0.07643,0.00882,0.01276,0.04958,-0.04300,-0.06641,-0.04172,-0.06729,-0.00953,-0.09572,0.04692
1.99497,2.07446,0.03371,0.08973,0.48147,0.46661,-0.00811,-0.05615,-0.00824,0.01077,0.03479,-0.03141,-0.00825,0.01091,0.00625,-0.14415,0.00098,-0.01604,0.01639,0.13198,0.00546,0.12483,0.04904,-0.15174,-0.19051,-0.03426
2.00596,2.01042,0.04677,0.06282,0.49177,0.47163,-0.02883,0.06550,0.00038,-0.04117,0.01566,0.00213,-0.03254,-0.01481,-0.00061,-0.01648,0.01444,0.07143,0.08431,0.06871,-0.03751,0.01120,-0.07221,-0.01897,-0.04636,0.11972
2.00120,2.07324,0.05132,0.08323,0.48783,0.45745,-0.02569,-0.03140,-0.00032,-0.01905,-0.06559,-0.04485,-0.00559,0.00063,-0.00825,-0.15674,0.02059,0.00744,-0.00090,-0.00081,-0.01660,0.07253,0.07576,-0.04930,-0.16106,-0.08878
2.01370,2.05667,0.03742,0.08639,0.48964,0.47497,0.01817,0.01764,0.02925,0.00753,0.04743,0.03093,0.00740,-0.00345,-0.02897,-0.02845,0.04928,0.01569,0.03239,0.03734,-0.08391,-0.04586,-0.12083,-0.05724,-0.09707,0.14896
1.97279,2.06163,0.11708,0.05161,0.48889,0.46090,-0.00412,-0.05988,-0.01234,-0.00158,-0.12801,-0.21234,-0.05886,0.09613,0.01307,-0.05171,-0.02588,0.00545,0.01502,0.04748,-0.02808,0.03034,0.07792,-0.04806,-0.05529,-0.04112
2.02062,2.03898,0.06066,0.05430,0.48784,0.47470,-0.04668,0.03713,0.03645,-0.05066,-0.01086,0.07464,-0.02979,-0.05163,-0.04516,-0.10097,0.05881,0.01338,0.03455,-0.02147,-0.03208,-0.01559,-0.08614,-0.02573,-0.11869,0.07972
2.05737,2.04858,0.02768,0.06692,0.49391,0.44974,-0.03115,0.03328,0.06470,-0.01609,-0.01427,-0.02667,-0.03073,-0.01530,-0.00725,-0.15329,-0.08098,-0.00252,0.00546,0.03189,0.02365,-0.02581,-0.08258,-0.03439,0.00830,0.11833
1.96883,2.00994,0.03386,0.04789,0.48092,0.47491,0.01411,0.00044,0.03690,0.03355,0.01243,0.05599,0.07586,0.06261,0.01269,0.03595,0.07269,0.03707,0.03723,-0.06166,-0.02229,0.06373,0.08019,-0.01582,-0.08631,-0.05741
2.00061,2.01842,0.02560,0.06718,0.47957,0.47125,-0.02970,0.01991,0.06122,-0.00158,-0.00727,0.05827,0.04622,0.04919,-0.01359,0.06133,0.05954,0.02235,0.09493,0.01592,-0.11461,0.08135,0.11001,-0.00858,-0.14279,-0.01592
2.02865,2.02450,0.02957,0.04520,0.49054,0.46776,0.03448,-0.02336,-0.00236,-0.00571,-0.00854,-0.07473,-0.02139,-0.04777,0.01066,-0.01939,0.03908,-0.00928,0.04846,0.01859,0.01029,-0.02181,-0.06513,-0.02267,-0.11648,0.05460
1.99736,2.08429,0.00563,0.06534,0.47687,0.46770,-0.00655,0.00722,0.00084,-0.00270,-0.00310,0.00374,-0.00157,0.00751,-0.00212,-0.16594,-0.05446,-0.02227,-0.02808,-0.00105,-0.05178,0.02131,0.06622,-0.10991,-0.11769,-0.04302
2.03186,2.10548,0.01130,0.07120,0.49720,0.47660,-0.00255,0.01214,0.00448,0.00001,-0.00701,-0.01461,0.01470,0.00037,-0.03783,-0.23752,-0.13305,-0.02044,-0.01533,0.03042,-0.07920,0.04018,0.02563,-0.00975,-0.16759,-0.01306
2.01585,2.02427,0.05546,0.05282,0.47442,0.45972,0.03243,-0.04966,0.07904,-0.05598,-0.01198,0.00409,-0.08361,-0.02059,-0.05677,0.00485,0.09282,-0.01293,0.05200,-0.00901,0.02038,-0.00802,-0.03426,-0.10060,-0.06857,0.04036
2.01441,1.97630,0.00978,0.06176,0.49215,0.47515,-0.00639,0.01144,-0.00747,0.00609,-0.00458,-0.00813,0.01978,0.00945,0.06125,-0.10946,0.00781,0.11283,0.10035,0.13349,-0.03742,0.09191,0.01163,0.09451,-0.04065,0.01983
2.01749,1.97636,0.01006,0.05943,0.49996,0.47837,-0.00311,0.00847,-0.00848,0.00023,-0.00633,-0.01379,0.01715,0.00363,0.03516,-0.03703,-0.00413,0.09481,0.09385,0.04652,-0.04553,0.04260,-0.00888,0.04082,-0.05908,0.05993
1.99603,2.02498,0.04096,0.05864,0.47710,0.45357,0.00889,-0.02612,0.08311,-0.02627,-0.00589,0.04256,-0.10075,-0.05997,-0.01344,-0.05140,0.05503,0.00337,0.05209,0.04286,0.01556,0.04215,0.02018,-0.02249,-0.05284,-0.00760
1.98154,2.01142,0.01153,0.06056,0.47110,0.46352,0.01168,-0.00158,0.00359,0.01654,-0.00198,0.00994,-0.00923,-0.01434,0.02509,-0.01595,0.02689,0.03668,0.08191,0.00120,-0.09080,-0.00184,-0.03522,-0.07311,-0.03883,-0.07026
2.02198,2.05651,0.11808,0.10237,0.51668,0.46649,0.00047,0.19730,0.09653,-0.10365,-0.09776,-0.04463,-0.04933,0.00936,0.09946,-0.20500,-0.00173,-0.03443,0.00724,0.07162,0.08329,0.04887,0.03172,-0.01051,-0.17191,0.08999
2.04782,2.05737,0.10973,0.07763,0.47225,0.46189,0.02332,0.05826,-0.06412,-0.02163,-0.01716,-0.04442,0.04581,-0.04492,0.03959,-0.15291,0.02440,-0.00676,0.03797,0.05546,-0.00075,-0.02720,-0.00452,-0.04886,-0.09038,0.12926
2.02043,2.00986,0.07080,0.10217,0.47681,0.47820,-0.05787,-0.09995,0.07895,0.00487,-0.04241,0.07770,-0.04100,0.04371,-0.00504,-0.06739,0.03419,0.03226,0.05804,0.05894,-0.03008,0.03994,0.04349,0.02141,-0.16641,0.02629
1.96730,2.06366,0.09938,0.07728,0.47548,0.45397,0.07187,0.12153,-0.02190,0.03135,-0.01713,-0.19493,0.03292,-0.03765,-0.01337,-0.16537,-0.00068,-0.01906,0.05186,0.01510,-0.07331,0.02868,0.00492,-0.13048,-0.09742,0.00062
2.04216,2.02374,0.01674,0.08057,0.49506,0.48083,0.00405,-0.02350,0.02330,-0.00741,-0.00352,0.01280,-0.00611,0.02156,-0.03692,-0.06053,0.01073,-0.01186,0.05297,0.03602,-0.01203,0.02193,-0.02379,0.01079,-0.16511,0.04472
1.99647,2.03675,0.08486,0.06854,0.48631,0.45132,-0.05703,-0.23645,0.00620,0.01463,-0.10524,0.00419,-0.07339,-0.07390,0.04347,-0.12804,0.03926,0.04431,0.02377,0.01335,-0.02460,-0.01942,0.07905,-0.05587,-0.09487,0.00444
1.98249,2.02864,0.01539,0.08203,0.46340,0.46171,-0.00078,-0.01189,0.01646,0.00408,-0.03195,-0.00265,-0.00839,0.00144,-0.03547,-0.14109,0.02386,0.04864,0.07662,0.03766,-0.12228,-0.00035,0.15217,-0.08342,-0.14085,-0.00069
2.02071,2.00091,0.08469,0.08477,0.50968,0.47254,-0.03376,0.02479,-0.09530,-0.07047,0.05224,-0.00079,-0.01594,-0.00708,0.06543,-0.04474,0.04482,0.02702,0.06975,0.08832,0.06340,0.08936,-0.17568,0.02206,-0.06230,0.06940
1.96885,2.03253,0.04272,0.08921,0.45950,0.45606,0.01804,-0.00875,0.09068,0.03279,-0.08023,0.01818,0.01374,0.01021,-0.06577,-0.15478,0.00957,0.04270,0.06624,0.00844,-0.11930,0.01806,0.15546,-0.07802,-0.11311,0.09351
2.02305,1.97116,0.01443,0.10481,0.51577,0.47445,0.01247,0.00664,-0.02654,-0.00037,0.02525,-0.01159,0.00536,0.00458,0.00502,-0.08965,0.07433,0.09524,0.11857,0.05690,-0.03058,0.07891,-0.05415,-0.00774,-0.01352,0.05130
1.96833,2.00244,0.02553,0.09021,0.46667,0.46303,-0.02154,0.03783,0.02906,0.04533,-0.00525,-0.02815,-0.01796,0.00481,0.09581,-0.06522,0.07980,0.05501,0.08899,0.09054,-0.00405,0.06588,0.04598,-0.05506,-0.08830,0.15944
2.01278,2.07171,0.02133,0.13322,0.52839,0.47090,0.05753,-0.02512,0.01544,-0.03155,0.00705,0.01205,0.01945,0.02883,-0.11882,-0.18847,0.03497,-0.02954,0.00804,0.01699,-0.10734,0.00030,-0.09965,-0.01990,-0.16308,-0.10231
