beta_manual,beta_acclka,sigma_z_manual,sigma_z_acclka,phi_manual,phi_acclka,gamma_manual__1,gamma_manual__3,gamma_manual__4,gamma_manual__10,gamma_manual__11,gamma_manual__13,gamma_manual__14,gamma_manual__17,gamma_acclka__2,gamma_acclka__3,gamma_acclka__5,gamma_acclka__6,gamma_acclka__7,gamma_acclka__8,gamma_acclka__9,gamma_acclka__11,gamma_acclka__12,gamma_acclka__14,gamma_acclka__15,gamma_acclka__16
-0.03618,-0.01228,0.11464,0.10913,13.21175,14.82383,0.14434,-0.09858,-0.04557,-0.11056,-0.11626,-0.18974,0.04956,0.01574,-0.13925,0.00672,-0.17179,-0.21971,-0.20081,-0.01418,0.06919,-0.15370,0.05726,0.13345,-0.07201,-0.00599
0.09530,-0.05081,0.17069,0.08720,15.03549,15.00225,-0.13571,0.05669,-0.33614,-0.09898,-0.19329,-0.08062,-0.01120,0.12763,0.06301,-0.09707,0.01030,-0.08301,-0.13479,-0.03587,0.02151,0.15271,0.05205,0.13680,-0.00655,-0.08446
-0.04654,-0.08505,0.12195,0.08912,15.44413,15.38202,0.10892,-0.01942,-0.07826,-0.29062,-0.11448,-0.02811,0.17331,0.10225,-0.00791,0.05265,0.00124,-0.05796,-0.09031,0.05881,0.08974,-0.07598,0.13913,0.14611,-0.00275,0.03518
0.05860,-0.08321,0.12735,0.13504,14.39835,14.73478,-0.09179,0.01322,-0.26891,-0.01039,-0.19871,-0.03373,-0.01952,0.10096,0.06250,-0.12444,-0.02264,-0.11898,-0.10806,-0.06584,0.03895,0.07170,0.02365,0.16860,-0.04877,-0.12176
-0.06139,-0.00865,0.09631,0.14231,16.47034,15.35650,0.06922,-0.00528,-0.04374,-0.19737,-0.02756,-0.02855,0.13561,0.05487,-0.05875,-0.16644,-0.03128,-0.21071,-0.18913,-0.07252,-0.00020,0.09804,-0.04012,0.14425,0.00848,-0.14977
0.00832,-0.08936,0.11683,0.09281,14.35857,14.58149,0.04824,-0.11709,-0.15676,-0.07743,-0.17511,0.20399,0.12501,0.18394,0.05861,0.01334,-0.05023,-0.10964,-0.09784,-0.06211,0.10364,-0.06841,0.16053,0.14522,0.00616,0.00949
-0.07635,-0.07914,0.18696,0.12761,16.45021,14.47125,0.14789,-0.36231,-0.07639,-0.23777,-0.04833,0.28403,0.23378,0.20694,0.11513,-0.10842,0.06686,-0.07688,-0.13339,0.10130,0.10309,0.24193,0.16419,0.22822,-0.00199,-0.00938
-0.04714,-0.13076,0.25408,0.07205,14.62566,15.59432,0.08949,-0.03246,-0.23077,0.02304,-0.11564,0.07385,0.19180,0.19132,-0.00289,-0.00499,0.04997,-0.06355,-0.06590,-0.03004,0.06181,0.12085,0.08063,0.05564,0.01960,0.02674
-0.08951,-0.11403,0.10969,0.11210,14.93156,13.94199,0.05188,0.03847,-0.06997,-0.20745,-0.04265,-0.13194,0.10268,0.18989,0.07959,0.00892,-0.00584,-0.10735,-0.07093,0.07665,0.13203,-0.01312,0.13533,0.28812,0.00517,-0.08567
-0.09034,-0.11530,0.12549,0.11387,15.02990,13.94899,0.06365,0.01528,-0.08421,-0.24648,-0.04158,-0.16189,0.12670,0.23239,0.08899,0.00407,-0.00586,-0.10808,-0.08032,0.09389,0.11061,-0.01518,0.15196,0.29455,-0.00556,-0.08158
0.09257,-0.07570,0.38077,0.06229,16.42559,14.78107,-0.09078,-0.10396,-0.52025,-0.20008,-0.41317,0.22668,-0.02684,-0.16771,-0.05693,-0.04123,-0.01950,-0.06780,-0.11912,0.03393,-0.00213,0.02105,0.04348,0.09142,0.00585,-0.09477
-0.06958,-0.00747,0.03528,0.10218,12.41586,15.23365,0.05754,0.00535,-0.00514,-0.09922,-0.04202,-0.03811,0.01495,0.04857,0.05190,-0.11051,-0.07555,-0.13160,-0.20048,-0.09456,0.06019,-0.04372,0.05329,0.03318,-0.07865,0.05265
-0.00347,0.02100,0.05577,0.13358,13.63298,14.48395,0.06985,0.00701,-0.03474,-0.18830,-0.06249,-0.00261,0.00458,0.05959,-0.08656,-0.16303,-0.05131,-0.24203,-0.19860,-0.07094,0.12981,-0.13338,0.05046,0.11024,-0.01146,0.03349
-0.02309,-0.06359,0.08802,0.12704,14.19784,15.48695,0.10948,-0.03970,-0.16632,-0.07410,0.10517,-0.08451,0.02685,0.04468,0.02682,-0.02138,-0.09366,-0.13437,-0.12539,-0.08330,-0.03791,0.09182,0.04680,0.12460,-0.10318,-0.02294
-0.15932,-0.09929,0.16028,0.07914,15.43805,14.64707,0.07248,-0.02165,0.00501,-0.11794,-0.18462,0.02091,0.28949,0.26650,0.01703,-0.06720,0.04322,-0.13042,-0.10065,-0.03391,0.09551,-0.03303,0.11104,0.13043,-0.08417,-0.04762
-0.06031,-0.08147,0.12949,0.07349,15.50580,14.51395,0.04721,0.15148,-0.10843,-0.16926,-0.03652,0.05114,0.06540,0.09333,-0.01837,-0.03424,0.04538,-0.08458,-0.12414,-0.02217,-0.06482,0.02770,0.04300,0.14010,-0.02775,-0.01564
0.04890,-0.03527,0.40687,0.09408,13.16272,14.97467,-0.01297,0.30932,-0.30260,-0.17850,-0.29890,-0.11028,0.13623,0.01148,-0.02418,0.00937,0.02608,-0.14769,-0.15036,-0.12843,-0.04247,-0.02877,0.06787,0.15689,0.00308,0.05839
-0.14101,-0.11513,0.17433,0.10753,17.10939,14.92896,0.19469,-0.14114,-0.06412,-0.01638,-0.04338,0.13265,0.25205,0.25419,0.12301,-0.00798,0.07370,-0.04986,-0.08627,0.06388,0.20268,0.13046,0.20446,0.17874,0.05961,-0.15531
-0.02633,-0.03804,0.20794,0.18560,12.91049,15.18531,0.01997,0.02335,-0.02504,-0.01776,0.01402,0.04370,0.16028,0.15008,0.02208,0.03654,-0.07448,-0.17378,-0.18206,-0.03968,-0.13060,-0.08406,0.16102,0.11830,-0.06548,-0.03654
-0.37801,-0.08067,0.30017,0.10890,16.80933,15.19721,0.39580,0.04615,0.19860,0.21798,0.24765,0.32951,0.47784,0.46571,-0.00165,-0.00379,-0.01592,-0.07391,-0.11176,0.01560,0.12292,0.20587,0.15534,0.13481,0.01088,-0.05449
-0.04499,-0.08116,0.51227,0.07475,14.09839,14.52059,0.07164,0.05019,-0.21004,-0.23392,-0.17112,-0.15922,0.18451,0.17466,0.02448,-0.01510,0.01854,-0.14751,-0.13402,-0.02753,0.04851,-0.06736,0.00277,0.12469,0.01535,0.00559
0.01495,-0.02791,0.34195,0.12244,15.49611,14.82548,-0.04201,-0.21755,-0.17942,-0.16681,-0.11722,0.11318,0.09278,0.05531,-0.01401,-0.10231,-0.01815,-0.14653,-0.19019,0.00666,0.07540,0.06846,0.14033,0.18874,-0.00814,0.18090
-0.04901,-0.01127,0.11344,0.15432,14.80331,15.29373,0.02511,0.08793,-0.16771,-0.13956,-0.15382,-0.01906,0.18805,0.20238,0.05303,-0.03181,-0.02792,-0.19752,-0.19764,0.01445,0.04997,-0.04311,0.09342,0.22465,0.04360,-0.32574
-0.03139,-0.15369,0.12705,0.12889,16.33706,14.57716,0.07943,-0.01914,-0.28600,-0.10449,-0.17018,0.01752,0.08717,0.14525,0.08007,-0.00963,0.07684,0.00475,-0.06582,0.01475,0.14693,0.15422,0.21363,0.25828,0.09926,0.21909
-0.07220,-0.01234,0.30559,0.14989,14.45449,16.04541,0.04607,0.10248,-0.05267,-0.13925,-0.22549,0.00651,0.14256,0.18334,-0.06006,-0.19534,-0.06903,-0.19197,-0.16185,-0.07975,0.03938,0.06062,0.13037,0.12669,-0.09687,0.14854
-0.07615,-0.01437,0.15714,0.16492,15.25084,13.89370,0.04828,0.02447,-0.18521,-0.13613,0.00233,0.07347,0.22464,0.25649,0.17023,-0.15490,-0.05286,-0.15710,-0.21539,-0.09495,-0.07259,0.00258,-0.03502,0.12234,-0.11556,-0.35804
-0.05522,-0.08922,0.12304,0.10319,14.63830,16.35098,0.06644,-0.06579,-0.18543,-0.16287,-0.16216,0.01991,0.01083,0.04350,-0.13116,-0.01315,-0.04146,-0.08509,-0.12597,-0.02256,0.14319,0.03395,0.15397,0.18813,0.01141,0.13641
0.11256,-0.09013,0.13894,0.11492,16.14727,15.73601,-0.17865,0.15373,-0.20031,-0.38380,-0.27089,-0.06187,-0.07360,-0.02746,0.13880,-0.01847,0.01112,-0.09108,-0.11441,0.05231,0.06742,0.12627,0.14929,0.22324,0.03755,-0.22758
-0.16456,-0.02827,0.16096,0.12496,14.43320,14.77719,0.15824,-0.17913,-0.19078,-0.06071,-0.01859,0.15478,0.23400,0.22174,-0.01254,-0.13651,0.01497,-0.17307,-0.17314,0.01164,0.04944,-0.11941,0.00893,0.09211,0.03866,0.09473
-0.05069,-0.04301,0.14772,0.10857,15.33104,15.01256,0.13864,-0.08370,-0.17285,-0.08298,-0.03833,0.14248,0.21745,0.25846,-0.08529,-0.10841,0.01472,-0.15339,-0.13277,-0.00042,0.10127,-0.03418,0.05746,0.13122,0.03909,0.02359
-0.26931,-0.05177,0.29641,0.11367,14.11840,14.97539,0.26296,0.31864,-0.11802,0.08367,0.11286,0.19406,0.45950,0.55978,0.08973,0.02682,-0.09612,-0.16960,-0.16723,0.03653,0.01463,0.07186,0.17697,0.17697,0.00676,-0.07211
-0.24819,-0.08257,0.23565,0.14718,15.28964,15.86021,0.26339,-0.19561,0.10881,-0.01754,0.06251,0.06844,0.32802,0.35998,-0.06240,-0.11937,0.06940,-0.08751,-0.09802,-0.08659,0.08001,0.05550,0.15144,0.15378,-0.00215,-0.03509
-0.11843,-0.11536,0.27532,0.05637,14.51068,14.89035,0.14352,0.15837,0.00422,-0.11733,-0.06402,0.29449,0.11994,0.19544,0.04602,0.02566,-0.05151,-0.10318,-0.07482,0.03651,0.02744,0.02818,0.06960,0.14678,0.02642,-0.06215
-0.02583,-0.10043,0.17357,0.14168,15.25829,15.06659,-0.00161,-0.11064,-0.09789,-0.21735,-0.12921,-0.14172,0.03740,0.10448,-0.02242,-0.13551,0.04875,-0.13878,-0.07238,-0.14346,0.06548,0.01550,0.07074,0.12415,-0.02999,0.07262
0.06100,-0.06317,0.23955,0.12332,15.76763,14.37208,-0.02602,-0.05217,-0.21250,-0.30159,-0.24331,-0.27691,0.09460,0.17642,-0.08979,-0.04689,0.01232,-0.04491,-0.17123,0.03074,0.05005,-0.02322,0.06255,0.14835,-0.01745,0.12297
0.01325,-0.08012,0.23853,0.13168,15.55586,14.39216,-0.00756,-0.02788,-0.22283,-0.34178,-0.23864,-0.24877,0.11244,0.12846,-0.11189,-0.03203,0.03983,-0.09779,-0.15929,0.05952,0.06923,-0.01778,0.05232,0.12894,-0.02578,0.16269
0.02632,-0.10377,0.44548,0.09647,14.42082,15.74464,0.04947,-0.11929,-0.37340,-0.21301,-0.22475,0.18041,0.09564,-0.03337,0.12890,-0.01149,-0.02759,-0.07180,-0.13441,-0.02826,0.06661,0.07655,0.16754,0.22485,-0.00513,-0.17617
0.02409,-0.12820,0.12350,0.13693,15.70336,14.37710,-0.01984,-0.10325,-0.21136,-0.24003,-0.19388,-0.16432,0.02116,0.09491,-0.06151,0.04079,0.06422,-0.08956,-0.04205,0.08743,0.18022,0.09300,0.12806,0.17264,0.11388,0.05961
0.02870,-0.12979,0.11917,0.07377,14.06470,14.96903,-0.05067,0.04558,-0.20762,-0.09279,-0.25406,-0.00358,0.11496,0.11468,0.06869,0.04910,0.05337,-0.01364,-0.05460,-0.02273,0.06090,-0.00853,0.09554,0.18086,-0.02057,0.03405
-0.15227,-0.09781,0.16667,0.08022,15.68321,14.85586,0.13520,-0.06158,-0.05127,-0.06607,0.09250,0.03175,0.24490,0.27144,0.01608,-0.03623,0.01306,-0.06887,-0.07775,0.04112,0.06798,0.09365,0.03522,0.12717,0.04683,-0.07099
-0.03545,-0.04405,0.11138,0.13504,13.61677,14.98180,0.04952,-0.00361,-0.06161,-0.05025,-0.14121,0.03863,0.08932,0.11820,0.00937,-0.05786,-0.05947,-0.11700,-0.14002,-0.11329,0.07227,-0.08939,0.14004,0.13121,-0.05300,0.00256
-0.01850,-0.02267,0.10474,0.21612,13.72747,15.68883,0.13084,-0.19701,-0.12645,-0.11653,-0.19045,0.09902,0.12110,0.07960,0.03802,-0.18074,-0.04198,-0.18300,-0.18130,0.05078,0.03567,0.17249,0.17797,0.16097,0.01498,-0.03411
0.00555,-0.11558,0.12839,0.10234,16.21946,14.42283,0.03290,0.26563,-0.13848,-0.15735,-0.02357,-0.00213,0.10742,0.11899,0.01128,0.07592,0.05042,-0.06906,-0.09989,0.08505,0.18787,0.03442,0.21650,0.21948,0.09279,-0.05432
-0.02561,-0.09726,0.09572,0.10113,15.76167,14.70254,0.07078,-0.07074,-0.12979,-0.22754,0.02689,0.06667,0.12795,0.02385,0.08661,0.00953,-0.00867,-0.08252,-0.08558,0.01761,-0.01200,0.08928,0.11901,0.12813,0.04126,-0.07473
-0.01584,-0.04377,0.11011,0.14706,14.21228,14.82507,0.02497,0.12235,-0.23344,-0.20743,-0.16317,0.05080,0.18126,0.21298,0.11279,-0.09250,-0.01968,-0.12800,-0.16740,-0.02825,0.10028,0.01294,0.29977,0.16353,-0.02824,-0.06135
-0.05695,-0.09310,0.12390,0.07643,15.03408,15.77379,0.08223,-0.02700,-0.01775,-0.18110,-0.16011,0.02067,0.08307,0.08364,-0.00923,-0.02370,0.03507,-0.09322,-0.11252,-0.01920,0.05099,0.05625,-0.01790,0.20486,0.03618,0.01387
-0.03472,-0.08547,0.15288,0.07103,15.46853,14.93348,0.07753,0.02144,-0.15722,-0.23536,-0.21252,0.07017,0.08482,0.15457,-0.02447,-0.00478,0.01425,-0.09134,-0.13250,-0.00527,0.09135,0.03859,0.05863,0.20150,0.00778,0.01660
0.02278,-0.08445,0.17778,0.12427,15.17461,15.98114,-0.00117,0.21216,-0.15098,-0.23859,-0.11134,0.08645,0.13564,0.00301,-0.04961,-0.07348,-0.06269,-0.08716,-0.11467,0.00683,-0.03134,0.07873,-0.05186,0.16541,0.05265,0.21486
-0.11135,-0.00544,0.14613,0.08806,14.99052,14.42911,0.19239,0.04693,-0.10571,-0.02418,-0.07494,0.16343,0.22089,0.24026,-0.06554,-0.09558,-0.12678,-0.12259,-0.20244,-0.10640,0.09147,0.01659,0.11697,0.15373,-0.02545,-0.25317
0.12299,-0.10687,0.25314,0.09052,14.33005,15.34247,-0.07897,-0.22456,-0.45356,-0.32775,-0.20055,-0.17777,0.18164,-0.11023,0.08116,-0.00511,0.09917,-0.03120,-0.11472,0.04668,-0.01703,-0.05971,0.03765,0.12326,0.04875,0.19137
0.11306,-0.08977,0.22063,0.08774,14.32102,15.29032,-0.09319,-0.33389,-0.30367,-0.30453,-0.24565,-0.10242,0.12827,-0.00126,0.06701,-0.00754,0.03538,-0.07789,-0.11583,0.01715,-0.05551,0.03620,0.03646,0.19453,-0.03109,0.17337
0.20267,-0.08886,0.27630,0.12016,14.24765,15.02238,-0.25391,0.37643,-0.40135,-0.39789,-0.36229,0.12663,-0.20922,0.00822,0.08568,-0.05786,-0.01427,-0.11703,-0.10486,-0.07880,0.07863,0.04347,0.07233,0.19710,0.06019,-0.38830
-0.00448,-0.08244,0.13834,0.15880,18.08834,14.32174,0.01353,-0.37288,-0.17537,-0.19612,-0.15057,-0.06153,0.18860,0.08944,-0.01711,-0.05237,-0.06831,-0.05587,-0.11780,0.09241,0.04015,0.04994,0.18207,0.10788,0.05973,0.37547
-0.03890,-0.07541,0.15732,0.15727,17.30841,14.49863,0.03257,-0.43140,-0.12194,-0.17759,-0.14973,-0.10011,0.17532,0.14261,-0.03209,0.00179,-0.05642,-0.03831,-0.13344,0.06004,0.03459,0.04314,0.15919,0.08200,0.08128,0.34795
0.00593,-0.09880,0.19764,0.13596,16.53010,14.78290,0.09357,-0.17026,-0.32651,-0.18752,-0.11239,0.02749,0.16067,0.02376,-0.09253,-0.02872,-0.04022,-0.12293,-0.07862,-0.02834,0.01698,0.03576,0.13488,0.24121,-0.06688,0.13343
-0.00814,-0.08693,0.30471,0.12750,16.97008,15.18426,-0.00014,-0.07887,0.02264,-0.20011,-0.21942,0.00072,0.08248,0.24844,0.05357,-0.08355,0.06298,-0.04289,-0.12295,0.01044,-0.00208,0.15653,0.19097,0.17617,0.11185,-0.07192
-0.08640,-0.08660,0.26713,0.16668,17.24110,15.11778,0.06720,-0.12655,-0.06591,-0.20605,-0.19603,-0.08751,0.08146,0.19009,0.01823,-0.06448,0.03510,-0.12285,-0.13400,0.05097,-0.01180,0.25423,0.33105,0.25043,0.16113,-0.06772
0.05270,-0.07009,0.16657,0.05547,13.28779,14.01911,0.03573,0.10882,-0.28491,-0.22989,-0.08566,0.01200,0.16712,0.02306,-0.00098,-0.00553,-0.04472,-0.04991,-0.12347,-0.02206,0.14197,-0.07953,-0.00371,0.12380,-0.05652,-0.00339
-0.12731,-0.05079,0.22785,0.09053,17.07385,16.10228,0.15861,-0.13259,-0.06485,-0.15465,-0.17991,-0.03065,0.09166,0.24097,0.05545,-0.08004,0.00440,-0.14130,-0.14909,-0.02968,-0.05471,0.11183,0.11299,0.09642,0.03726,-0.05234
-0.09799,-0.04120,0.14385,0.12157,13.18914,14.02141,0.09439,0.09334,-0.07869,-0.21453,-0.05518,0.09453,0.13382,0.16259,0.00685,0.00529,-0.09291,-0.15875,-0.16780,-0.06715,0.17595,-0.11628,0.05963,0.17536,-0.01594,0.00809
-0.10204,-0.05591,0.20397,0.11919,13.77643,14.41508,0.10811,0.51725,-0.04282,-0.10030,-0.04114,0.23590,0.16300,0.23186,0.09222,-0.00762,-0.00697,-0.11711,-0.17445,-0.03640,0.15125,0.03584,0.01611,0.21402,0.04451,-0.10898
-0.08476,-0.06819,0.18556,0.09499,13.98968,14.54444,0.12135,0.02661,-0.13527,-0.10246,-0.04624,0.12999,0.22204,0.17619,0.05707,-0.11515,-0.04649,-0.10527,-0.14048,-0.03174,0.09024,0.09405,0.05215,0.11329,-0.05019,0.00683
-0.25872,-0.08928,0.29885,0.11916,16.62724,15.34364,0.22563,0.06228,0.11326,0.06639,0.09514,0.13920,0.39069,0.45728,0.01054,0.02208,0.04516,-0.08314,-0.09398,-0.02368,0.09579,-0.07140,0.09304,0.17515,0.05044,0.05751
-0.23724,-0.09749,0.23771,0.14191,15.69725,15.41144,0.26381,-0.04665,0.06713,0.08219,0.13960,0.06215,0.31547,0.29483,0.04141,0.02325,-0.01824,-0.07509,-0.10228,0.09125,0.07446,-0.11893,0.05704,0.21534,0.01626,-0.06672
-0.32153,-0.03102,0.26002,0.10516,14.90281,15.22506,0.33823,0.07767,0.05711,0.07687,0.11074,0.27255,0.56538,0.37584,0.00459,-0.11948,-0.02858,-0.14788,-0.17011,-0.08140,0.10473,0.14092,0.14820,0.15259,-0.07176,-0.02096
-0.22577,-0.09472,0.41821,0.14540,15.57719,14.60503,0.28817,0.08236,-0.08823,-0.01886,0.10632,0.23538,0.40249,0.25136,0.09359,0.01946,0.02093,-0.08207,-0.08952,0.07239,-0.01521,-0.06596,0.16660,0.23040,0.08461,-0.11865
-0.17539,-0.10784,0.39108,0.15226,14.71064,14.34401,0.14065,-0.10452,0.04939,-0.06678,-0.01154,0.04266,0.31700,0.35975,-0.08914,-0.13928,0.01497,-0.08427,-0.10728,-0.03987,-0.14914,-0.06439,0.20017,0.28117,0.02557,-0.12266
-0.16364,-0.09746,0.22337,0.10164,15.24117,15.85264,0.13882,0.15223,-0.04179,-0.08321,-0.01943,-0.01107,0.27936,0.30219,0.11399,0.04612,-0.03205,-0.11056,-0.12766,-0.02040,0.23725,0.12889,0.07870,0.16523,0.01176,0.03566
-0.05669,-0.09360,0.23381,0.13807,14.42557,15.01927,0.03556,0.10307,-0.08329,-0.06753,-0.00813,0.15326,0.15553,0.14359,-0.13182,-0.05886,0.00322,-0.08443,-0.13337,-0.03792,0.02510,-0.01161,0.14598,0.31138,0.03052,-0.20977
-0.09409,-0.09448,0.22246,0.11659,14.05045,15.03068,0.08284,-0.15685,-0.19602,-0.12883,0.05589,0.03963,0.18733,0.27065,-0.05918,-0.07870,0.01761,-0.10194,-0.07669,-0.02627,0.06846,0.04374,0.11746,0.21090,0.02188,-0.10555
0.03000,-0.04889,0.31537,0.09468,13.60334,14.95375,0.06371,-0.06366,-0.20428,-0.04182,-0.25503,0.18648,0.04871,-0.06221,0.02505,-0.10161,-0.04581,-0.06774,-0.12590,0.03458,0.07071,-0.01550,0.04422,0.14868,0.06322,-0.03490
0.00186,-0.11505,0.09047,0.10836,15.19558,14.29072,0.00638,0.02641,-0.13144,-0.13832,-0.10279,-0.06654,0.00880,0.16979,0.01493,0.06084,0.07688,-0.06212,-0.03507,-0.06066,-0.04212,0.09644,0.04517,0.18829,0.05818,0.11932
-0.02787,-0.08135,0.10520,0.12650,15.24301,15.69438,0.04746,-0.05385,-0.13699,-0.09707,-0.12859,-0.10404,0.22418,-0.02813,0.08733,-0.05213,-0.05277,-0.13490,-0.17088,0.09662,0.15805,0.01943,0.18657,0.21157,0.03863,-0.19201
-0.02269,-0.08792,0.16522,0.07707,14.62523,15.75027,0.01772,-0.05986,-0.20165,-0.14321,-0.23765,-0.05546,0.34070,0.11691,0.05628,-0.03641,-0.04841,-0.06660,-0.08357,0.04969,0.07955,0.03883,0.08620,0.11503,-0.02456,-0.06532
-0.00814,-0.03976,0.18012,0.10289,15.01609,14.51376,-0.05257,0.03210,-0.07377,-0.14905,-0.02799,0.09187,0.03067,0.08551,0.10662,-0.06408,-0.07939,-0.09324,-0.15560,-0.08987,-0.04705,-0.01732,0.10832,0.13666,-0.06113,-0.10432
-0.10421,-0.08724,0.11554,0.07487,13.68475,15.48626,0.09075,-0.09147,-0.14090,-0.09757,-0.14520,-0.09809,0.17883,0.16424,-0.06758,-0.03507,0.01213,-0.03689,-0.09317,0.02760,0.05834,0.02290,0.06953,0.08686,0.00453,0.01871
-0.06143,-0.04805,0.09804,0.16790,15.51105,14.80943,0.05897,-0.18643,-0.17399,-0.15680,0.03429,-0.03977,0.11612,0.09759,0.06759,0.04583,-0.04688,-0.14967,-0.16534,-0.02059,0.04449,0.15597,0.14401,0.29329,0.00682,-0.08068
-0.00701,-0.11053,0.14558,0.11234,15.92637,15.38959,0.05501,-0.12495,-0.23067,-0.27859,0.04843,-0.08870,0.03668,0.12581,0.05604,-0.05400,0.04802,-0.07828,-0.09962,0.05853,-0.02744,-0.00352,0.14902,0.20541,0.00681,-0.04251
-0.07583,-0.04114,0.09754,0.15239,13.56892,14.64779,0.06274,0.05220,-0.08880,-0.10745,-0.10772,0.09623,0.18219,0.09089,0.09520,-0.16013,-0.01864,-0.15555,-0.16336,0.00605,0.02748,-0.09776,0.06781,0.13977,-0.04390,-0.14126
-0.16345,-0.07441,0.30799,0.11683,16.31382,15.19811,0.22981,-0.18507,-0.13843,-0.11513,0.02876,0.32632,0.20983,0.38107,-0.00550,0.04350,0.01779,-0.08095,-0.14366,0.00629,0.05091,0.07790,0.18987,0.11360,-0.00331,-0.02904
-0.06814,-0.05772,0.15138,0.22991,14.45797,13.05289,0.10461,-0.01511,-0.06088,-0.06864,-0.11044,0.11115,0.22116,0.08111,0.04592,-0.22729,-0.05664,-0.10435,-0.12850,-0.05619,0.09189,-0.03281,0.02852,0.26338,-0.01106,-0.33386
-0.06363,-0.09869,0.09745,0.14970,15.96943,17.07010,0.06910,0.05993,-0.12118,-0.10078,-0.07035,0.10668,-0.01711,0.09851,0.02427,-0.08264,0.01414,-0.09510,-0.11729,-0.01664,0.12829,-0.01307,0.22392,0.27898,0.08776,0.08759
-0.04108,-0.08685,0.11378,0.17214,17.09079,15.99051,0.07599,-0.01840,-0.17638,-0.11751,-0.06543,0.12759,0.06080,0.14887,0.17353,-0.07822,0.03662,-0.08922,-0.13799,0.01361,0.23349,-0.07551,0.13453,0.15902,-0.00849,0.00929
-0.05993,-0.07735,0.15787,0.11990,16.46456,15.25684,0.07303,-0.07763,-0.08326,-0.14126,-0.24527,0.29748,0.35626,0.17815,-0.01373,-0.02874,0.00536,-0.12201,-0.12561,-0.05437,-0.00133,-0.03523,0.01395,0.04322,0.06335,-0.17570
-0.02996,-0.11383,0.21958,0.07456,14.72515,14.89205,0.04924,0.11366,-0.28615,-0.22446,0.03911,-0.11940,-0.05983,0.16386,0.06346,-0.03342,0.00287,-0.02767,-0.07205,0.03875,0.05733,0.10063,0.14638,0.24058,-0.05557,0.07504
-0.06502,-0.09147,0.05009,0.07721,16.15151,14.94363,0.04187,-0.02965,-0.00542,-0.05641,-0.06068,-0.01312,0.14494,0.06367,-0.09314,-0.04593,0.01976,-0.09177,-0.08441,0.00898,0.14955,-0.02989,0.13537,0.17648,0.10536,-0.15450
-0.09675,-0.07221,0.19185,0.06896,14.40992,14.93121,0.15940,0.15151,-0.11977,-0.01555,-0.06103,0.22646,0.14182,0.27640,0.06303,-0.00353,-0.01858,-0.11181,-0.15941,-0.00119,-0.03878,0.08150,0.00644,0.08274,-0.07879,0.05956
-0.00279,-0.05090,0.13403,0.08218,15.36891,16.03901,0.07837,-0.12293,-0.14107,-0.11455,-0.07109,0.07845,0.20027,0.10201,-0.09266,0.03677,0.00047,-0.13773,-0.14197,-0.08993,-0.00888,-0.04610,-0.00657,0.02193,0.11208,-0.02760
-0.10443,-0.07452,0.10386,0.11653,15.71555,14.93447,0.06464,-0.10234,-0.14984,-0.11876,-0.16689,0.12204,0.11593,0.16876,-0.07423,-0.05379,-0.02490,-0.06042,-0.12744,-0.06186,0.03169,-0.02255,0.06130,0.06581,0.08589,0.07691
-0.04037,-0.05788,0.12126,0.14986,15.20566,14.83632,0.09350,-0.12096,-0.13776,-0.17043,-0.19217,0.07725,0.22546,0.27274,-0.06290,-0.10589,-0.08004,-0.14068,-0.15228,-0.03462,0.06559,-0.09718,0.08973,0.09365,0.08943,-0.06289
-0.10199,-0.04348,0.11588,0.08351,13.94952,15.23157,0.13980,-0.04571,-0.01854,-0.12148,-0.00178,0.02021,0.18776,0.18300,0.02572,-0.05763,-0.01195,-0.15690,-0.16038,-0.05340,-0.00749,0.08278,0.10490,0.13853,-0.06054,-0.00717
-0.27983,-0.04826,0.26444,0.09107,15.16565,15.29412,0.30434,0.11255,0.06503,0.17901,0.02499,-0.12322,0.34826,0.44376,-0.03203,-0.04017,-0.01766,-0.12333,-0.15910,-0.06105,-0.06092,-0.09926,0.10991,0.14333,0.04767,-0.10049
-0.18614,0.00804,0.13947,0.11894,15.07372,14.73207,0.18488,-0.00745,0.02081,-0.03902,-0.00754,0.11728,0.33510,0.20722,0.03815,-0.22274,-0.07923,-0.18936,-0.19386,-0.02649,0.04637,-0.02110,0.12040,0.03000,-0.10685,-0.04288
0.13361,-0.18217,0.17888,0.13269,16.12161,15.55058,-0.16005,-0.18701,-0.24862,-0.36640,-0.13552,-0.03810,0.02696,-0.00417,0.19119,-0.01225,0.12576,-0.03088,0.01001,0.16493,0.14203,0.08332,0.21107,0.24330,0.18801,0.04645
-0.00502,-0.06838,0.11976,0.12530,14.33209,14.59657,0.01499,0.15114,-0.20831,-0.08461,-0.19476,0.06860,0.07689,0.14834,0.00317,-0.07807,0.00755,-0.07647,-0.11955,0.08010,0.04915,0.12479,0.14567,0.09794,0.11268,-0.14620
-0.03639,-0.05663,0.08356,0.12892,14.93987,15.15403,0.04772,-0.06136,-0.05438,-0.17575,-0.10227,0.13978,0.07282,0.08248,0.06282,-0.00789,0.01435,-0.10275,-0.16546,-0.08756,0.10670,-0.01584,0.11810,0.28105,-0.04371,0.04021
-0.08914,-0.01340,0.12739,0.12484,13.88080,15.06104,0.08786,0.12388,-0.12612,0.05384,-0.06424,0.04573,0.08826,0.19461,-0.02516,-0.11701,-0.01581,-0.15964,-0.21558,-0.05568,0.00117,0.06224,0.11172,0.10142,0.05013,-0.12235
