beta_manual,beta_acclka,sigma_z_manual,sigma_z_acclka,phi_manual,phi_acclka,gamma_manual__1,gamma_manual__3,gamma_manual__4,gamma_manual__10,gamma_manual__11,gamma_manual__13,gamma_manual__14,gamma_manual__17,gamma_acclka__2,gamma_acclka__3,gamma_acclka__5,gamma_acclka__6,gamma_acclka__7,gamma_acclka__8,gamma_acclka__9,gamma_acclka__11,gamma_acclka__12,gamma_acclka__14,gamma_acclka__15,gamma_acclka__16
-0.05759,-0.03987,0.09657,0.12426,13.47830,15.86212,0.03896,-0.07403,-0.01374,-0.01911,-0.07680,-0.03666,0.09827,0.15550,-0.07267,-0.15350,-0.11215,-0.16926,-0.15643,-0.00706,-0.04015,0.00784,0.05888,0.18135,-0.07557,-0.12202
-0.09277,-0.01108,0.26518,0.09071,16.30789,15.01283,0.17988,-0.44739,-0.28107,-0.23983,-0.01819,-0.03623,0.19552,0.25343,-0.04061,-0.03909,-0.03518,-0.13427,-0.18923,-0.04142,0.09768,-0.01840,0.09176,0.10175,0.00153,0.13298
-0.05337,-0.03128,0.10994,0.15321,13.60202,15.37520,0.03759,-0.01957,0.01587,-0.03181,-0.15632,0.13715,0.13957,0.13540,0.05384,-0.13967,-0.06616,-0.13883,-0.20700,-0.09018,0.01400,-0.02393,-0.05290,0.20034,-0.06721,-0.19284
-0.07024,-0.02288,0.14335,0.16738,15.26028,14.27095,0.12763,-0.10950,-0.23734,-0.16721,-0.05224,-0.25852,0.22100,0.19396,-0.07638,-0.05660,-0.02173,-0.17038,-0.22090,-0.04662,0.17250,0.00213,0.21376,0.13016,0.00978,-0.06008
-0.06505,-0.04973,0.05237,0.15191,15.06592,15.18859,0.03961,-0.09382,-0.05389,-0.02999,-0.04288,-0.04471,0.08271,0.07047,-0.04727,-0.06223,-0.03827,-0.16936,-0.18052,-0.04456,0.02467,-0.05949,0.19722,0.06137,-0.07679,0.13935
-0.05105,-0.03984,0.12977,0.13268,14.58122,15.04142,0.10520,-0.21366,-0.11577,-0.13490,-0.04575,0.11917,0.18931,0.24532,0.16362,-0.07208,-0.04965,-0.13003,-0.16470,-0.01227,0.07748,-0.10256,0.00965,0.13769,-0.02612,0.03789
-0.06811,-0.04766,0.13026,0.14111,14.53631,15.02737,0.10329,-0.23238,-0.10900,-0.13337,-0.07456,0.13542,0.21832,0.22473,0.19635,-0.08528,-0.07668,-0.11590,-0.14633,-0.07055,0.09538,-0.13451,0.03661,0.13387,-0.01473,0.05470
0.02031,-0.06835,0.09415,0.12274,14.27873,14.83686,0.02206,0.12804,-0.16103,-0.13293,-0.04686,0.06168,0.05410,0.05223,-0.15139,-0.00269,0.01971,-0.09749,-0.15300,-0.00004,-0.03228,0.05373,0.28002,0.18760,-0.01681,-0.12552
-0.01955,0.00771,0.16355,0.16131,15.14517,15.87898,0.06572,-0.15423,-0.17219,-0.18110,-0.12168,0.23764,0.21038,0.19919,0.11427,-0.13110,-0.06725,-0.17893,-0.18898,-0.03357,0.11080,-0.11108,-0.08408,0.02391,-0.06109,0.01057
-0.16438,-0.04906,0.26275,0.08267,15.20132,14.24663,0.21477,0.14723,-0.00900,-0.02532,-0.08654,-0.05355,0.21660,0.35222,-0.02687,-0.09350,-0.03856,-0.16572,-0.17391,0.01390,-0.02152,0.10022,0.11107,0.12289,-0.06742,0.04278
0.00112,-0.08458,0.18780,0.10863,14.62859,14.19160,0.03332,-0.13274,-0.17230,-0.09195,-0.09587,0.07692,0.16801,0.11151,0.07837,-0.03707,0.05116,-0.06837,-0.09003,0.04675,-0.08327,-0.08850,0.08301,0.09798,0.04567,-0.21359
-0.04188,-0.10239,0.21546,0.12328,14.27927,14.46610,0.07498,-0.02537,-0.23482,-0.08423,-0.16157,-0.00050,0.11616,0.11924,0.11103,-0.03764,0.00220,-0.10293,-0.11583,0.02842,0.03594,-0.01300,0.15720,0.03411,-0.00773,-0.17642
0.00989,-0.07637,0.20420,0.11874,14.77204,15.53237,-0.01132,0.08217,-0.21472,-0.10557,-0.18158,-0.04120,0.11787,0.16943,0.04669,-0.08898,-0.04109,-0.09905,-0.15380,-0.00811,0.02807,0.08809,0.22155,0.26237,0.09524,-0.33223
-0.09436,-0.06210,0.17095,0.05822,16.69935,14.44851,0.07876,0.06811,-0.06881,-0.17283,-0.03095,-0.01308,0.17792,0.17298,0.09009,0.01407,0.02074,-0.10439,-0.11423,-0.00301,-0.01884,-0.06493,0.06132,0.03342,-0.00636,0.03092
-0.16613,-0.06857,0.23604,0.05891,13.48654,15.25421,0.17480,0.09544,-0.10971,-0.08137,-0.06389,0.07560,0.29616,0.25113,0.02417,0.01067,0.05783,-0.07234,-0.10566,0.00644,0.03626,0.00557,0.02707,0.05194,-0.04501,0.06016
0.01033,-0.12588,0.21390,0.11405,16.59801,14.56603,0.01986,0.06115,-0.17350,-0.15473,-0.14227,0.05437,0.15919,0.06037,0.06649,-0.02481,-0.02741,0.01231,-0.06275,0.01518,0.06561,0.10093,0.18493,0.37764,0.13144,-0.17971
-0.05715,-0.09335,0.41781,0.09782,14.94203,14.97203,0.08845,-0.14969,-0.21095,-0.09847,-0.13634,-0.02403,0.28128,0.09791,-0.00600,-0.04589,0.12090,-0.09401,-0.09191,0.03509,0.04595,0.04084,0.07434,0.02520,-0.03349,-0.02267
-0.00351,-0.07364,0.18913,0.06380,15.63374,14.92946,0.01480,0.05789,-0.24727,-0.18940,-0.13652,0.08706,0.20152,0.09771,0.03346,-0.02787,-0.10441,-0.10035,-0.11619,-0.02356,0.02359,0.00112,0.06842,0.21736,-0.01070,-0.01365
-0.12419,-0.00253,0.40485,0.10274,14.61924,15.13053,0.17443,-0.29432,-0.15638,-0.07597,0.02251,0.02857,0.35599,0.22431,-0.03821,-0.11276,0.01809,-0.20977,-0.18458,-0.04710,0.03031,0.02561,0.05984,-0.01745,-0.04030,-0.00272
-0.04688,-0.05898,0.26006,0.07042,15.69598,14.80552,0.04498,0.12531,-0.17741,-0.25154,-0.20326,0.06780,0.01057,0.16579,0.02746,0.00764,0.00806,-0.14098,-0.10756,-0.05996,0.01570,-0.06147,0.05986,0.16748,0.03365,-0.06214
0.02450,-0.10763,0.12830,0.13623,15.77508,15.44283,0.02658,0.00943,-0.18808,-0.14167,-0.09315,-0.08688,0.21852,0.08559,-0.02492,-0.07833,-0.03422,-0.03950,-0.13419,0.12692,0.05498,0.14004,0.18897,0.21263,-0.00484,0.01991
-0.09273,-0.08254,0.18554,0.06118,13.85272,14.67731,0.06094,-0.02964,-0.18817,-0.02550,-0.02377,0.08299,0.01899,0.14299,0.05664,0.01108,-0.00053,-0.07647,-0.15238,-0.04722,0.05644,-0.01472,0.03371,0.09274,0.03489,-0.02790
-0.10985,-0.10183,0.25544,0.10619,15.87698,14.80141,0.04759,-0.08345,-0.06180,-0.21278,-0.16292,0.37485,0.28663,0.13596,0.05887,-0.06752,-0.01911,-0.07622,-0.11892,-0.03588,0.23278,-0.08011,0.18544,0.20993,0.02473,-0.21634
-0.06180,-0.07627,0.17788,0.11732,16.25848,15.27434,0.02078,0.10720,-0.19456,-0.06683,-0.01304,-0.19690,0.02926,0.14642,0.01215,-0.04484,0.01906,-0.13181,-0.15177,0.06068,0.14786,-0.03959,0.19490,0.20114,-0.05287,0.04694
0.02932,0.02243,0.07518,0.17881,13.60309,14.87197,0.04123,-0.06504,-0.07568,-0.15175,-0.11114,0.06984,0.08632,0.07687,0.01577,-0.09454,-0.07510,-0.21336,-0.24294,0.01817,-0.08136,-0.11416,-0.05893,0.14576,-0.16945,-0.16839
0.11650,0.05677,0.37237,0.14950,15.98007,14.89615,-0.18188,-0.09970,-0.50929,-0.35771,-0.31218,-0.33514,0.06040,-0.01767,-0.10389,-0.16640,-0.17050,-0.25307,-0.28524,-0.04952,0.06735,-0.10493,0.14879,0.17566,-0.21088,-0.03431
0.04730,-0.18757,0.36244,0.15068,14.95297,14.91142,0.02160,0.25598,-0.39183,-0.18451,-0.16025,-0.07763,0.14588,0.08132,0.15709,0.04157,0.05742,-0.00191,-0.00162,0.14897,0.09322,0.09657,0.14511,0.35075,0.03219,-0.04658
0.03466,-0.16552,0.29127,0.20987,15.61568,14.87693,0.06327,-0.10806,-0.07317,-0.25820,-0.23138,0.09255,0.05104,0.06412,0.10451,0.01159,0.13231,-0.00528,-0.03469,0.06750,0.26677,0.11271,0.14005,0.33123,0.16829,-0.14908
-0.04629,-0.17385,0.39378,0.22216,15.62570,14.71078,0.03082,-0.16192,-0.34546,-0.27021,-0.00295,0.19251,0.12872,0.15484,0.03602,-0.04075,0.04536,-0.02407,-0.01385,0.09555,0.34552,0.20211,0.28814,0.33048,0.02880,-0.02989
-0.04907,-0.17671,0.42636,0.15193,13.77388,14.97942,0.03193,-0.26193,-0.04855,-0.16498,-0.31745,0.09610,0.13677,0.06039,0.09420,0.00490,0.09992,-0.02313,-0.00257,0.04255,0.01179,0.04206,0.11130,0.23455,0.13228,-0.04100
0.03359,-0.16131,0.58862,0.15160,14.75700,14.76883,0.01731,0.19151,-0.09282,-0.24209,-0.25439,0.10087,0.11543,-0.04843,0.34669,0.06428,0.07297,0.00747,-0.06221,0.09263,0.02156,0.19309,0.03964,0.25736,0.05379,-0.12107
0.11228,-0.06274,0.24933,0.09139,14.45696,15.10434,-0.07814,-0.21188,-0.42116,-0.27423,-0.22049,-0.13165,-0.02887,-0.02104,-0.12886,-0.05969,0.00813,-0.07311,-0.13068,-0.04730,0.17412,-0.02470,0.21019,0.17682,0.09836,0.02102
-0.08507,-0.06227,0.15820,0.10668,15.09702,14.90113,0.05446,0.13820,-0.17217,-0.03022,-0.04533,0.06263,0.17271,0.25318,0.17241,-0.01878,-0.04750,-0.08546,-0.17808,0.03962,-0.08750,0.07684,-0.05338,0.19095,-0.03836,0.00946
-0.13017,-0.10534,0.21118,0.07164,14.93493,15.42580,0.20297,-0.02997,-0.01484,0.01472,-0.00988,-0.24935,0.23478,0.12096,0.04304,-0.03751,0.00450,-0.12098,-0.09973,0.06831,0.06564,0.04839,-0.00754,0.02047,0.02893,-0.11054
-0.05979,-0.05609,0.21737,0.06134,13.89219,14.95929,0.09027,-0.08622,-0.17684,-0.13147,-0.04207,-0.00226,0.24153,0.29857,-0.02113,-0.04545,0.01345,-0.05365,-0.14875,0.04623,0.08094,0.05752,0.07889,0.06654,0.00772,-0.00071
-0.03693,-0.09608,0.22561,0.05391,15.65447,14.81839,0.07842,0.06977,-0.07862,-0.11393,-0.11918,0.29161,0.14733,0.12507,-0.00878,-0.05639,-0.04208,-0.07436,-0.08296,-0.01592,-0.02509,0.09217,0.02951,0.07548,0.04477,-0.01373
-0.05392,-0.03362,0.14982,0.10302,15.18992,15.10378,0.11256,-0.20145,-0.17275,-0.05375,-0.15140,0.06288,0.14005,0.18950,0.04883,-0.03174,0.02283,-0.14047,-0.17917,-0.05547,0.22808,0.18634,0.09387,0.10659,-0.00044,-0.14254
-0.10562,-0.05990,0.11433,0.09439,15.43184,15.10833,0.14122,-0.07410,-0.07814,-0.03332,-0.05404,0.02735,0.08290,0.15465,0.00219,-0.08125,0.00966,-0.11705,-0.15233,-0.09859,0.18410,0.06356,0.08823,0.07627,-0.00089,-0.14627
-0.08913,-0.04264,0.22331,0.16969,15.18199,15.46125,0.08473,-0.17393,-0.16331,-0.11021,-0.15309,0.02359,0.30395,0.22698,0.12558,-0.07791,-0.06692,-0.16503,-0.16675,-0.08690,-0.05156,-0.09109,0.00238,0.22710,-0.11157,-0.22048
-0.04510,-0.03639,0.20302,0.16948,14.88397,15.61856,0.06385,-0.17364,-0.07761,-0.10945,-0.11057,-0.07387,0.23816,0.27205,0.06411,-0.11061,-0.03472,-0.10772,-0.15488,-0.02822,-0.02235,-0.11617,0.02898,0.24935,-0.11229,-0.18506
-0.10891,-0.05675,0.14853,0.11596,14.36957,14.78159,0.06865,0.00293,-0.01259,-0.16818,-0.10590,0.08340,0.15054,0.15470,0.07226,-0.05765,-0.04082,-0.13764,-0.12277,0.03405,0.19933,0.07255,0.05790,0.20346,-0.05495,0.05225
-0.09470,-0.09391,0.12784,0.15311,14.88701,14.09808,0.07485,-0.00125,-0.18055,-0.03517,-0.14770,0.03021,0.29900,0.13664,0.01746,-0.06287,0.03603,-0.06231,-0.13057,-0.10969,0.06124,0.07629,0.04293,0.14497,0.09998,-0.31116
-0.07633,-0.08451,0.10952,0.10560,14.91758,14.38071,0.08190,0.03180,-0.12354,-0.09588,-0.05435,-0.00939,0.21907,0.13080,0.06931,-0.07733,0.01067,-0.06365,-0.09840,-0.04606,-0.02861,0.16480,-0.01970,0.14187,0.02407,-0.05351
-0.09744,-0.05610,0.17379,0.09526,15.33413,15.01694,0.06023,-0.02767,-0.18077,-0.05108,-0.07778,-0.16312,0.20375,0.14072,-0.02687,-0.08714,-0.01831,-0.12155,-0.11378,-0.06622,0.01293,0.06334,-0.02275,0.16618,0.06415,-0.04489
-0.07628,-0.12646,0.17594,0.16614,14.92740,14.94117,0.04199,-0.05048,-0.09954,-0.21992,-0.09842,0.24936,0.02698,0.14949,0.00977,0.00285,0.03323,-0.05991,-0.11866,-0.06387,0.11224,0.14657,0.24265,0.22280,0.12880,0.01166
0.06485,-0.10001,0.18036,0.09837,14.73064,15.18802,-0.00880,0.05897,-0.29714,-0.16171,-0.12145,-0.20087,0.17185,0.01741,0.08527,-0.01529,0.07838,-0.09640,-0.12682,-0.03040,0.08114,0.00472,0.09150,0.19832,0.02706,-0.05092
-0.02176,-0.09479,0.11042,0.13394,16.23306,14.32566,0.10529,-0.06862,-0.04924,-0.15051,-0.09892,-0.15687,0.08782,0.16002,0.09277,-0.05742,-0.03553,-0.01285,-0.10765,0.05055,0.08912,0.10580,0.11807,0.23880,0.05520,-0.04463
-0.05240,-0.00612,0.41853,0.07321,14.17702,15.70051,0.02939,0.27951,-0.41325,-0.14589,-0.14134,0.24714,0.22050,0.05746,-0.05416,-0.05957,-0.00744,-0.13036,-0.19415,-0.06854,0.03358,-0.05654,0.04259,0.04013,-0.02797,-0.04055
-0.05781,-0.09863,0.10311,0.12391,15.86260,14.41361,0.01457,-0.01326,-0.23899,-0.11366,-0.08129,-0.09993,0.12685,0.03995,0.10846,-0.02114,0.00594,-0.02526,-0.11059,0.07505,0.05171,0.10668,0.12655,0.28357,-0.04055,-0.02102
-0.08381,-0.07016,0.16880,0.16197,13.90085,15.76001,0.12953,-0.01416,0.00050,-0.06783,0.00464,0.30550,0.08744,0.20438,-0.00486,-0.02024,-0.03748,-0.13014,-0.11427,0.04651,0.06806,0.04873,0.09981,0.24807,-0.09734,-0.08502
-0.14310,-0.06930,0.19122,0.13398,13.97485,15.67561,0.09640,-0.29374,-0.07502,-0.09816,0.00725,0.49912,0.22996,0.26486,-0.05062,-0.00259,0.04636,-0.06778,-0.16617,-0.07681,0.07676,0.08230,0.09610,0.18599,0.00676,0.00774
-0.03713,-0.02261,0.23806,0.13475,15.65117,13.07514,0.05623,0.19366,-0.26881,-0.23263,-0.21078,0.04861,0.10178,0.11627,0.03412,-0.10309,-0.08087,-0.11512,-0.20157,0.03166,-0.00130,0.01818,0.20764,0.15680,0.03547,-0.02966
-0.00950,-0.05142,0.16974,0.08483,15.72816,14.65480,-0.06339,-0.13584,-0.14840,-0.25002,-0.13321,0.00548,0.11183,0.07664,0.09308,-0.13968,-0.01397,-0.15373,-0.13404,-0.08568,-0.09040,-0.03914,-0.03896,0.15283,-0.05544,0.01226
0.03267,-0.03086,0.13758,0.08705,16.24399,15.14332,-0.00909,-0.06331,-0.22148,-0.11115,-0.13309,0.10559,0.06087,0.10624,-0.12966,-0.02029,-0.11353,-0.13283,-0.18589,-0.04009,0.08649,0.08073,0.07271,0.03712,-0.05224,-0.05160
0.02111,-0.10269,0.22216,0.05284,14.64614,14.47008,-0.03825,-0.04677,-0.23267,-0.36668,-0.24408,-0.31138,0.11271,0.03460,0.08871,-0.00129,-0.02603,-0.08535,-0.10742,-0.00761,0.03480,0.00222,0.07565,0.16154,0.01782,0.06344
-0.12724,0.01742,0.23133,0.19824,15.90520,15.38928,0.13234,0.01064,-0.00556,-0.07734,-0.08880,0.32499,0.23032,0.16021,-0.18323,-0.23712,-0.02742,-0.18985,-0.24510,-0.06911,0.05916,0.04931,0.11141,0.08186,-0.10403,-0.30571
-0.06871,-0.08891,0.21935,0.09981,14.08919,14.85779,0.08127,-0.15128,-0.11829,-0.16026,0.01915,-0.12572,0.12401,0.10416,0.14063,0.03653,-0.02834,-0.08174,-0.13568,-0.01470,0.03186,-0.00208,0.08732,0.24131,0.03028,0.06538
-0.02562,-0.01277,0.14872,0.17963,15.99671,14.68450,0.06704,0.12394,-0.20967,-0.11434,-0.19285,0.11468,0.08687,0.13164,-0.01783,-0.17349,-0.11052,-0.20952,-0.16773,-0.09101,0.19520,0.06203,0.28219,0.14573,-0.03360,-0.13137
-0.02074,-0.13578,0.14178,0.09593,15.07073,15.18204,0.03209,-0.09646,-0.13712,-0.26036,0.01464,0.11101,0.05258,0.14881,0.05228,0.04697,0.03642,-0.07508,-0.07917,0.01576,-0.00937,0.00909,-0.02486,0.16980,0.01437,-0.01855
-0.14458,-0.07473,0.14928,0.11866,15.63677,14.59912,0.17481,-0.01075,-0.11182,-0.12994,-0.07715,-0.10402,0.25570,0.20564,0.01466,-0.11088,-0.03892,-0.14272,-0.09527,-0.02493,0.10483,0.07747,0.29508,0.18441,0.03437,-0.01992
-0.03581,-0.04120,0.23770,0.09021,14.02752,15.28322,0.10624,-0.12143,-0.19495,-0.15840,-0.10117,0.32984,0.07132,0.09109,0.05829,-0.02810,-0.01336,-0.16240,-0.13170,-0.03447,0.05994,-0.01406,-0.05973,0.09882,-0.01717,0.01085
0.03910,-0.05028,0.18032,0.06957,16.64910,14.68638,-0.05556,0.28523,-0.19787,-0.22984,-0.23956,0.05541,0.07700,0.12215,0.05986,-0.07259,-0.00786,-0.08747,-0.15023,-0.10324,0.07521,-0.01386,0.12575,0.10519,0.04730,0.01313
0.12637,-0.01070,0.25187,0.11702,13.36126,15.43760,-0.15377,-0.50086,-0.26116,-0.23405,-0.28900,-0.21191,-0.07034,0.12481,-0.10244,-0.06336,-0.06570,-0.13777,-0.18404,0.05265,0.06051,-0.00218,-0.04230,0.16089,-0.08835,-0.08977
-0.14462,-0.02823,0.15716,0.11728,16.29534,15.71821,0.18517,0.23718,-0.09935,-0.07850,-0.10829,0.18664,0.13554,0.21245,0.05459,-0.06050,-0.08323,-0.14240,-0.19202,-0.01732,0.05338,0.02903,0.23014,0.11411,-0.11637,0.01998
-0.10615,0.04672,0.20703,0.21635,13.49988,14.55609,0.17850,-0.38952,-0.05996,-0.17833,-0.10808,-0.07095,0.21160,0.18274,0.02870,-0.10674,-0.14778,-0.21594,-0.27498,-0.10384,0.11560,-0.04819,0.29196,0.01528,-0.02305,-0.18428
-0.01264,0.02632,0.14584,0.20324,13.34054,14.73530,-0.00608,-0.07458,-0.10182,-0.04305,-0.16851,-0.06313,0.10174,0.13507,-0.11099,-0.11109,-0.13968,-0.21570,-0.24134,-0.12966,0.00291,0.04785,0.01098,0.13471,-0.14772,0.36700
-0.05464,-0.03972,0.12048,0.14199,17.39356,15.20339,0.04636,0.07608,-0.13795,-0.20375,-0.04659,-0.04444,0.07040,0.05404,0.01934,-0.14692,-0.05602,-0.14053,-0.15366,-0.11232,0.02741,-0.07848,0.13931,0.13676,-0.02366,-0.44342
-0.16224,-0.07219,0.24077,0.19787,14.72958,15.27759,0.14265,-0.21069,-0.12670,-0.03189,-0.11014,0.26822,0.36083,0.33436,0.00315,-0.00892,-0.00731,-0.09541,-0.13302,-0.08572,0.08718,0.10606,0.09997,0.18429,0.04206,0.34693
-0.11978,-0.04504,0.10425,0.21043,14.65329,14.56694,0.11847,0.04662,-0.03170,-0.04237,0.02959,0.08389,0.00938,0.13171,-0.00756,-0.10584,-0.04019,-0.16668,-0.14928,-0.00262,0.02048,0.07170,0.15429,0.17364,-0.05051,-0.12742
-0.12115,0.02241,0.15666,0.25254,16.08884,14.48093,0.12688,-0.20730,-0.13293,-0.12435,-0.08380,0.01750,0.26883,0.33707,-0.06949,-0.12145,-0.13748,-0.23552,-0.21855,-0.16898,0.09913,-0.15607,0.10541,0.15057,-0.03698,-0.13688
-0.17437,0.02023,0.16303,0.08625,13.97503,15.94817,0.21129,0.13765,-0.00305,-0.01155,0.04672,0.11958,0.13665,0.16965,0.00262,-0.12651,-0.08242,-0.15957,-0.19768,-0.09982,-0.05202,0.02439,0.05426,0.02564,-0.03350,-0.06774
-0.12083,-0.04813,0.25555,0.10340,14.96337,15.08530,0.26210,-0.05624,-0.10411,-0.07542,-0.05596,0.02262,0.28989,0.17108,-0.02986,-0.04382,-0.05216,-0.12835,-0.11775,-0.00769,-0.06445,0.05271,0.22719,0.18842,-0.03938,0.02913
0.00994,-0.11009,0.27643,0.14312,15.05855,14.89161,-0.10742,-0.03698,-0.22188,-0.25715,-0.21887,0.15035,0.14996,0.17380,0.12499,0.00713,0.06300,-0.07081,-0.12754,-0.03688,0.19673,0.03409,0.05502,0.16114,-0.01756,-0.17873
0.04529,-0.02452,0.18200,0.09185,15.09943,15.23452,-0.10062,0.00529,-0.33854,-0.35358,-0.19642,-0.13201,0.14044,0.11835,-0.07490,-0.02161,-0.08216,-0.15770,-0.16184,-0.06037,-0.10849,-0.02582,0.08587,0.19153,-0.03987,0.11586
-0.05012,-0.01960,0.11116,0.10464,16.36897,14.95717,0.06130,-0.03499,-0.18682,-0.17630,-0.04474,-0.12931,0.13743,0.00196,-0.08269,-0.09961,-0.05417,-0.15506,-0.21127,-0.02890,0.14713,0.01737,0.03192,0.10305,-0.03814,0.04342
-0.02237,-0.05271,0.19763,0.15906,15.27840,15.61980,0.06408,0.10810,-0.13463,-0.16377,-0.15108,-0.10136,0.14150,0.31997,0.13004,-0.07053,-0.03173,-0.09895,-0.16466,-0.05650,-0.11909,0.01709,0.21711,0.22884,-0.03428,-0.08242
0.21183,-0.03402,0.31871,0.08461,14.08333,14.84890,-0.06141,-0.33653,-0.36870,-0.39493,-0.31593,0.02961,-0.06715,0.05929,-0.05480,-0.05739,0.02442,-0.13329,-0.17912,-0.01132,0.13577,0.04155,0.03735,0.12647,0.05938,-0.02270
0.02870,-0.07734,0.18693,0.05785,13.89127,16.77529,-0.05701,-0.00056,-0.31011,-0.28153,-0.24635,-0.13318,0.04327,-0.08419,0.02739,-0.01605,-0.00640,-0.10697,-0.09955,-0.05431,-0.01410,-0.00492,0.01537,0.13654,-0.02402,-0.02373
-0.03055,-0.07388,0.12044,0.09709,14.57306,14.80943,-0.05542,-0.11766,-0.14918,-0.21141,-0.22138,-0.12628,0.00395,0.15022,-0.08994,0.04139,0.04368,-0.09266,-0.14609,0.03069,0.20045,-0.07034,0.15798,0.16730,0.09833,-0.08366
-0.14646,-0.09823,0.17959,0.08742,16.25737,15.34984,0.10613,0.20245,-0.03458,0.02446,0.03631,0.10019,0.22141,0.14149,0.16658,-0.02201,-0.02624,-0.07485,-0.11435,-0.02553,-0.05301,0.09634,0.07966,0.19722,-0.02740,0.04425
-0.25956,-0.08736,0.32356,0.12100,15.49432,14.15094,0.17600,-0.69339,-0.06487,-0.10662,0.01301,-0.22479,0.20974,0.35603,0.03120,-0.13188,-0.02556,-0.12201,-0.15097,0.04568,0.08004,-0.11050,0.13374,0.23157,0.09666,-0.05333
-0.07419,-0.11706,0.09647,0.08970,14.95583,14.98932,0.06382,-0.00045,-0.04320,-0.03307,-0.05964,-0.02406,0.17681,0.09217,-0.00149,-0.00063,-0.04427,-0.05145,-0.11377,0.00267,0.01808,0.09692,0.05138,0.21340,0.07892,-0.04014
-0.09155,-0.10760,0.14528,0.10120,14.66310,15.08230,0.03374,-0.14076,-0.16305,0.03554,-0.01895,0.03727,0.20657,0.17915,-0.08102,-0.02010,0.01453,-0.09250,-0.04670,0.00706,0.13157,0.12828,0.03471,0.26010,0.01930,-0.04040
-0.06801,-0.11074,0.15638,0.09650,14.49670,14.82326,0.03978,-0.08118,-0.22986,0.03492,-0.01692,0.01611,0.22151,0.19633,-0.08057,-0.04215,0.00046,-0.10504,-0.05174,0.01961,0.11578,0.10871,0.05064,0.25131,0.03053,-0.03467
-0.08166,-0.10265,0.18018,0.10490,16.03251,14.98727,0.15947,-0.25787,-0.19052,-0.09382,-0.05103,0.14645,0.14250,0.16183,-0.04266,0.00059,0.03208,-0.00412,-0.10037,-0.00604,0.11167,0.05805,0.00854,0.26026,-0.06383,-0.00426
-0.04780,-0.02789,0.12238,0.08988,14.26441,15.16475,0.04339,0.21086,-0.08360,-0.14433,-0.09548,-0.09155,0.19489,0.25608,0.07911,-0.08794,-0.06686,-0.13507,-0.18487,-0.03881,-0.02030,-0.00410,0.14874,0.08613,0.03619,-0.04953
-0.03153,-0.01257,0.15747,0.10866,16.13457,14.98507,0.09574,-0.18000,-0.32530,-0.29225,-0.01017,0.02439,0.15281,0.03146,-0.12442,-0.10441,-0.06900,-0.13846,-0.20548,-0.07676,0.09898,-0.00762,-0.01753,0.13969,-0.10388,-0.01357
-0.08356,-0.00170,0.17593,0.14414,14.21062,15.05443,0.07093,0.10572,-0.02986,-0.08378,-0.14202,-0.11596,0.20156,0.33314,0.08198,-0.12970,-0.13279,-0.15356,-0.19962,-0.12779,-0.09992,-0.03922,0.17980,0.18320,-0.08873,-0.11137
-0.04969,0.00488,0.13067,0.11703,17.44292,14.75190,0.12343,0.04261,-0.12193,-0.15849,-0.01691,-0.02372,0.07780,0.05433,-0.11958,-0.15658,-0.03918,-0.19601,-0.25481,-0.04555,0.10530,0.06339,-0.10937,0.05149,-0.02467,0.16939
-0.12109,-0.10099,0.20411,0.08364,12.54106,15.17896,0.11572,-0.07796,-0.08456,-0.00491,-0.06359,0.11406,0.26772,0.10661,0.09348,0.06891,0.02054,-0.11609,-0.14555,-0.00085,-0.00698,0.02589,0.18916,0.25876,0.00496,-0.14514
-0.01563,-0.07936,0.13867,0.06376,14.11845,14.96372,0.01936,0.05602,-0.07714,-0.15494,-0.03829,0.01306,0.06445,0.20805,-0.01802,-0.03678,-0.01885,-0.08242,-0.11691,-0.09142,0.03650,0.04144,0.02072,0.14926,0.03663,0.08744
0.01063,-0.07757,0.16966,0.14715,16.41295,15.03007,-0.07823,0.05061,-0.08920,-0.04887,-0.07272,0.00926,0.12547,0.15515,0.10407,-0.08768,-0.01834,-0.17266,-0.11220,0.08976,0.18910,0.03718,0.17006,0.21421,-0.04759,-0.25807
-0.04025,-0.05098,0.09439,0.10540,14.86758,15.21646,0.03275,-0.02820,-0.03328,-0.00133,-0.02180,0.01363,0.12399,0.20163,0.05985,-0.10051,0.00903,-0.07902,-0.15368,0.07188,-0.01006,0.02739,0.21280,0.18133,-0.02671,0.02546
-0.17390,-0.09529,0.22066,0.10370,15.18885,14.89262,0.18693,0.18266,-0.05415,-0.13926,-0.02978,-0.04248,0.26727,0.10044,0.00530,0.04559,0.01558,-0.02918,-0.13851,-0.07503,0.18105,0.05177,0.05777,0.19034,0.06563,-0.09036
-0.06947,-0.08355,0.22403,0.11828,15.01319,15.51859,0.11994,0.28102,-0.10774,-0.11436,0.03606,-0.10085,0.28441,0.28618,0.05832,0.02425,-0.06847,-0.10919,-0.10831,-0.01140,0.05538,0.09336,0.04900,0.24086,0.15144,-0.18420
-0.07761,-0.16577,0.11496,0.11121,15.67366,15.55480,0.14084,0.10536,-0.00597,-0.10391,-0.16395,-0.00335,0.15110,0.23434,0.00547,-0.01572,0.10798,0.00111,-0.02866,-0.01773,0.14813,0.10764,0.12569,0.25576,-0.00857,-0.19357
