beta_manual,beta_acclka,sigma_z_manual,sigma_z_acclka,lambda_manual,lambda_acclka,gamma_manual__1,gamma_Z_manual__3,gamma_Z_manual__4,gamma_Z_manual__10,gamma_Z_manual__11,gamma_Z_manual__13,gamma_Z_manual__14,gamma_Z_manual__17,gamma_Z_acclka__2,gamma_Z_acclka__3,gamma_Z_acclka__5,gamma_Z_acclka__6,gamma_Z_acclka__7,gamma_Z_acclka__8,gamma_Z_acclka__9,gamma_Z_acclka__11,gamma_Z_acclka__12,gamma_Z_acclka__14,gamma_Z_acclka__15,gamma_Z_acclka__16
5.25298,3.43704,0.72664,1.09143,1.61667,1.49446,0.43884,0.57999,-0.28124,-0.06022,0.28640,-0.08614,1.09615,-0.15690,0.31709,0.24746,0.20897,0.34797,2.18922,0.27636,0.66926,0.74769,0.67619,0.47402,-1.71297,1.69861
6.80390,5.27577,1.18820,0.27994,1.51820,1.44677,-0.51591,-0.75514,0.64523,0.89497,1.18980,-1.06923,-1.76365,-0.43153,0.18875,-0.14929,-0.25339,0.08406,-0.51015,-0.08663,-0.28667,-0.20622,0.25855,-0.01595,0.77411,-0.18399
4.71237,4.69847,0.99784,0.15594,1.53723,1.47432,-0.25166,0.17545,0.86782,0.04463,1.53237,-0.76264,-1.72245,0.40389,0.00398,0.03112,-0.10176,-0.07468,-0.19431,-0.01012,0.02014,-0.12623,0.04156,-0.10794,0.34906,-0.20651
5.96574,5.20425,1.43500,0.26794,1.52933,1.55333,-0.64657,1.94822,-0.32206,2.05935,-1.61175,-1.67278,1.31531,1.35366,-0.19891,0.13606,0.01052,-0.04960,-0.32574,0.00772,0.28802,-0.56459,-0.28812,0.23553,0.35580,0.05863
1.60718,8.23531,0.33484,0.23422,1.65745,1.37910,0.28692,-0.44751,-0.23417,-0.47138,0.37780,0.37848,-0.23821,-0.38422,0.25444,-0.04711,0.09500,0.00736,0.42330,-0.00912,-0.23762,0.47591,0.24627,-0.22762,-0.39194,-0.04531
2.22437,7.12590,0.20617,0.68009,1.57942,1.47802,0.13931,0.44741,0.44986,0.05396,0.33548,-0.08626,0.05665,-0.01254,1.14357,0.51721,-2.25851,0.05400,0.66467,0.78298,-0.16770,-0.97042,0.84561,-0.16900,1.40482,-0.96348
3.20181,8.75164,0.28534,0.51150,1.53599,1.47541,-0.15597,0.38734,0.49475,0.28819,0.53867,-0.00127,-0.11525,-0.19259,0.22945,0.64845,-0.81024,0.02602,0.54545,0.60412,0.53157,-0.53688,0.72378,0.62362,0.86620,-0.50309
8.03473,7.94600,2.01602,1.21662,1.57633,1.45722,-1.62059,0.20578,-3.88911,0.15575,-3.48489,-2.93519,1.66144,0.00246,0.34069,-1.33828,1.55715,1.28386,2.07247,-0.41458,-0.67598,-1.37907,-0.63137,0.86457,-1.35874,1.18517
7.23691,7.17309,1.08642,1.61405,1.53479,1.46859,-1.21870,0.25647,-0.10550,-1.05520,-1.35494,1.31469,-0.15071,-0.44549,-0.92686,-0.12791,1.43451,0.91952,3.68408,0.33148,-0.24190,0.46912,-0.76076,-1.17722,1.19136,0.44982
5.90337,10.43922,0.47461,0.47198,1.52788,1.47724,0.12551,0.47415,-1.78856,-0.34111,-0.18735,-0.20895,0.35705,0.61634,0.63810,0.61175,0.20291,-0.11157,-0.30649,0.30822,-0.41677,-0.04465,0.37920,-0.06854,0.66699,0.64262
4.06029,9.24323,0.38251,0.25484,1.53356,1.51411,-0.41007,0.14622,-0.10049,-0.23406,0.29197,-0.00677,0.36293,0.75598,-0.24041,0.28873,-0.01787,0.15360,0.00642,0.24369,-0.25040,0.09777,-0.22605,0.21634,0.19244,0.05321
2.71116,6.76888,1.31885,0.53558,1.59490,1.50238,0.48967,0.30893,-2.11881,-0.07990,2.11756,-1.25011,-0.42777,-1.35296,-0.73703,-0.42512,-0.61003,0.28115,0.38726,0.88814,0.16270,-0.36914,-0.32781,0.22546,-0.52138,-0.43565
2.74348,6.74407,1.14106,0.36686,1.64511,1.44369,1.20804,-1.34269,-2.34033,-1.64605,0.60931,0.17747,-0.23272,0.50341,0.24316,0.08562,0.44910,0.07081,0.08956,-0.23027,-0.71165,-0.64799,0.07100,0.15492,0.63973,0.40141
1.87829,5.11524,0.81037,0.25992,1.61538,1.48020,0.46440,0.75568,0.23924,0.46150,-0.34758,-0.44151,0.61711,0.05083,-0.13269,-0.08162,-0.27517,-0.19405,0.10769,0.15164,0.35389,0.37115,-0.43160,-0.10219,-0.32831,-0.17722
3.08550,10.85567,1.28459,2.00725,1.63411,1.48260,1.11947,-2.66552,-3.86297,-2.63109,0.47379,0.78946,0.90670,0.39540,-2.09024,-0.19117,1.82240,-1.02933,0.41418,-0.66241,-5.02947,-0.40098,-0.03989,1.53008,0.56042,2.73953
2.20581,10.79042,0.73343,0.59608,1.64035,1.48367,0.99685,-1.36607,-2.07294,-1.62146,0.56177,0.46017,0.08533,0.23525,-0.32222,0.03396,0.55106,-0.29723,-0.24118,0.53086,-1.46071,0.00867,-0.16210,0.39920,0.09195,0.72725
3.97433,7.98403,1.14662,0.95997,1.58062,1.43048,-0.21912,3.29563,0.49144,2.34956,0.39339,-1.13882,0.66396,-0.30588,0.42190,-0.22942,-0.50841,0.65632,-0.68024,-0.79613,0.50191,-0.39633,-0.55332,0.24115,-0.39933,-0.51116
1.04080,3.58029,0.61116,0.72226,1.71068,1.41992,0.30078,1.30246,-1.42984,0.61703,0.90779,-1.03431,0.47710,-0.49474,0.14182,-0.72425,0.33014,0.40540,-0.96023,-0.27324,-0.61557,-0.43184,0.18757,-0.03746,-0.49690,-1.11509
1.99147,10.04402,0.99796,1.32092,1.56758,1.50526,0.51619,-1.72836,-2.32987,-1.01434,-0.83898,1.58801,-0.36435,0.75400,0.90921,1.10251,-0.58971,-0.73600,2.00188,0.68121,1.60382,0.73651,-0.32900,0.39021,-0.09672,1.86631
2.57191,6.13333,2.26685,0.50683,1.64458,1.52707,1.39104,-0.04596,-3.01680,1.49464,-0.51780,3.76491,0.90041,-0.85234,-0.05821,-0.50746,-0.59621,-0.20714,0.33975,-0.90219,0.66331,-0.60381,0.85124,-0.99830,-0.46416,0.84701
3.24346,3.61352,1.71311,1.16393,1.63544,1.49809,-0.38518,-3.30273,-3.63097,1.45956,0.92647,1.10470,0.46356,-2.21996,-0.76070,0.61184,0.58176,-0.78958,1.13515,-0.40499,2.68978,0.10083,0.65819,-1.53273,-2.70260,1.58492
2.77581,5.23124,1.47002,0.13735,1.60952,1.46369,-1.20389,-0.55450,-2.80565,1.27882,-0.56371,-0.01769,0.88078,-0.76093,-0.10577,0.12177,0.02865,-0.14083,-0.05877,0.08151,0.22073,-0.10893,0.05932,-0.10064,-0.32645,0.13202
2.12845,4.89353,1.72696,1.68724,1.59410,1.47981,2.62342,0.08275,-2.48470,1.42000,-1.64347,-1.20401,1.19442,1.30219,0.27308,-0.16621,1.70099,2.35925,-0.11252,1.23500,-0.31562,1.66400,-0.25164,-0.68231,1.26010,0.23859
0.63735,6.03149,1.20376,0.68398,1.73376,1.45323,0.21413,-0.45043,-0.76235,-0.53173,0.67376,-0.30246,1.57198,0.28508,0.12747,-0.34421,0.58655,-0.40265,0.91785,0.79445,0.03655,0.34894,-0.14678,-0.27827,-1.18318,1.22777
2.45340,6.37813,1.64673,0.51308,1.53165,1.46990,0.64088,-0.16534,-2.47609,-0.02510,0.12267,0.12857,-0.12728,-1.63996,0.50172,0.04064,-0.60614,0.09937,-0.55471,-0.42436,-0.11365,-0.69178,-0.11500,-0.22556,0.73700,-0.38799
3.02574,6.43006,1.46866,0.16798,1.59121,1.46732,-0.04087,-0.71131,-2.81696,1.04177,0.43358,-1.52721,1.76218,0.35761,0.19257,-0.01755,-0.20446,0.18074,-0.16631,-0.07287,0.00305,0.17446,0.07867,-0.10540,-0.02136,-0.03877
1.69221,5.25916,0.77740,1.00303,1.72313,1.45829,1.00542,0.95474,-1.58181,-0.15343,0.55831,0.78822,-0.34528,0.08961,-0.61727,0.13899,1.29397,-0.51385,0.65185,0.46163,0.40364,-0.57959,0.16246,1.50923,-0.02730,-0.17356
0.98955,4.07094,2.18652,0.80094,1.61169,1.45716,3.14369,2.06245,-1.15970,0.97202,2.14900,1.02416,0.24879,2.47614,1.16117,-0.27156,0.77304,-0.15063,1.02073,-0.51372,0.09394,1.07079,0.68632,0.42254,-0.50985,-0.98590
2.16207,4.39764,1.63811,0.68140,1.68425,1.46222,0.69888,-0.14089,-2.68793,-1.18505,-0.93997,-1.80273,1.87533,-0.09060,-0.51958,-0.04251,-0.23644,-0.60695,-0.28381,0.39588,-0.27832,-0.72977,-0.74828,-0.53854,0.43780,0.49828
1.38332,6.91413,0.68080,0.28984,1.70413,1.45926,0.39285,-0.00974,-1.59749,-0.21057,-0.76941,-0.27204,0.67554,0.10695,0.30687,0.30686,0.01772,0.15840,0.16360,-0.04284,-0.18368,0.08246,-0.19892,0.42321,0.22749,0.05326
2.07622,6.96175,2.27434,0.38757,1.55543,1.48142,-0.16846,1.98498,-2.33732,-1.23910,0.41091,-1.04689,1.70231,-1.82780,0.76097,0.22204,0.14156,0.53071,0.05278,-0.10402,0.10046,0.59667,-0.30889,0.75387,0.17466,0.19069
2.93277,6.50709,1.72015,1.64468,1.54236,1.46504,0.30486,1.41001,-3.20094,-1.52293,2.11443,0.79483,0.36088,-0.47044,2.90981,0.26515,1.32861,2.52997,-1.24522,-3.63058,-1.08433,3.19198,-0.52757,1.48132,2.57547,-0.52003
1.96403,3.80949,0.91171,0.39495,1.71619,1.42628,0.20005,-0.02819,-2.30605,0.34763,-1.25692,-0.15321,1.43319,1.03527,-0.17346,-0.41941,-0.77471,-0.53651,0.09619,0.37641,0.52063,-0.53320,-0.06631,-0.05581,-0.15453,0.24270
1.85211,7.43028,0.88170,0.61634,1.65533,1.50213,0.35132,-0.00057,-2.14841,-0.66160,0.95776,0.11485,-0.02586,0.55616,0.35672,0.59957,1.03586,0.81693,-0.15602,-0.59578,-0.76280,0.78606,0.18114,0.20806,0.73521,-0.36002
0.23426,7.86327,1.96500,0.62834,1.68258,1.43148,1.60900,0.55796,-0.44700,0.21431,-0.14607,1.40460,1.33189,0.18913,0.01243,-0.54560,-0.38242,-0.79014,0.72456,0.24926,0.46455,-1.22666,-0.46980,-0.16450,-0.62284,0.50210
3.41019,3.84700,1.34486,0.18880,1.61847,1.49095,0.40244,-0.05319,-3.64524,-1.19994,-0.68209,0.09175,-0.50926,0.98132,-0.14619,0.18721,0.14938,0.26108,-0.21149,0.08899,-0.16291,0.09890,-0.14815,0.05668,0.09831,-0.11714
2.01443,4.27458,1.57559,0.25625,1.61437,1.48190,-0.15490,0.53838,-2.12569,-1.68204,-0.34961,-1.75386,0.65143,0.41323,-0.14516,0.33826,0.11478,0.45091,-0.20694,0.18239,-0.11622,0.33520,-0.19252,0.12732,-0.00748,-0.35079
1.41172,6.66687,0.86023,1.74563,1.72417,1.42241,2.27926,1.79103,-1.58011,2.03339,-0.24367,1.50345,0.95965,-0.10043,-1.34022,-2.08334,-0.98742,4.55880,-1.17697,-1.11419,-0.79387,0.91376,0.60728,-0.57500,-1.14967,-3.41850
3.06366,5.74691,1.47997,0.21954,1.56594,1.44902,-0.93689,-2.40558,-2.77652,0.24820,-0.64089,-1.03413,-0.57422,0.43238,0.23486,0.30209,0.16263,0.09661,-0.07111,-0.00431,-0.10380,-0.14597,0.44305,0.02175,0.00597,0.34147
4.07294,6.55611,1.46908,0.44306,1.61347,1.44994,-0.17294,-1.84639,-4.15683,-1.66363,0.65125,2.39370,0.46323,0.14303,-0.23655,-0.36587,-0.32401,0.44546,0.31557,-0.50025,0.31187,-0.28209,0.27285,0.27237,0.49256,-0.22508
1.52355,12.23239,1.32276,1.22071,1.67742,1.46709,1.45818,1.70277,-1.81414,1.00975,0.48193,-1.00674,0.24391,1.03618,-0.76450,1.38260,-0.11724,0.90024,-0.26943,2.18005,-2.79184,0.07386,-0.82465,0.06002,-1.81723,-0.17918
2.89581,9.33686,1.30488,0.78435,1.62480,1.45756,-0.41462,-0.78219,-3.29084,-2.18693,-1.16941,-0.18622,2.13647,-1.56673,-0.66823,-2.09573,0.34134,0.63431,0.00419,0.04452,0.00801,0.49586,0.26028,0.08220,0.58976,0.38293
2.89358,4.41347,1.63220,1.19522,1.70875,1.46009,0.78984,-2.24522,-3.34188,-2.88674,-0.97645,-2.13652,-0.60422,0.73123,1.58226,0.21786,1.01590,-0.12606,0.55443,1.14832,0.46000,0.16897,-2.55035,-1.18717,1.49493,1.10987
-0.01504,7.02778,1.00137,0.73027,1.76608,1.44562,1.36625,0.68456,-0.35636,0.70560,0.44752,0.90456,1.02168,1.04998,0.37020,1.22827,-0.40005,0.08349,0.16454,0.80768,0.14408,-0.72006,-0.31741,-0.49259,-0.83918,-1.14975
5.81362,9.00923,2.21833,1.11432,1.52232,1.49212,-1.81991,-1.49003,-6.15337,-2.15615,-3.86862,0.45687,1.31792,-2.15093,-2.02820,0.15248,1.81063,-0.09079,0.77245,0.84830,-0.04460,1.88842,2.12418,-0.04153,-0.27054,2.14512
5.95127,8.25299,1.81742,0.44690,1.65193,1.47807,-0.20385,-0.24467,-6.22847,-2.77945,-2.58444,1.82662,1.70340,-0.55443,-0.33009,0.16389,0.25922,0.11695,0.53820,-0.14383,-0.41705,0.21954,0.85734,-0.10795,-0.29113,0.63331
1.22438,3.58749,1.02249,1.25771,1.64245,1.43985,0.63389,-0.58129,-1.40776,0.55385,0.60434,0.05209,-0.44285,1.71267,1.07270,0.20051,-1.55155,-1.04402,-0.18775,0.37497,2.07483,-0.28211,-0.61135,0.06127,0.11045,0.20895
2.72226,4.45111,1.77599,0.76568,1.66619,1.48158,0.53761,1.85031,-3.18423,-0.95375,-1.42682,-0.29520,1.06710,1.48317,0.25842,-0.01981,0.35918,-0.39104,0.36440,-0.47083,2.53895,-0.27945,-0.18311,-0.27887,0.53447,0.02399
0.59906,2.43301,0.83672,0.61514,1.69266,1.46497,0.69037,0.19700,-0.87577,-0.63499,0.17241,0.63909,0.63135,0.74457,0.53911,0.92447,0.58725,-0.36892,0.00435,-0.05395,1.91639,-0.14381,0.67910,-0.12454,0.56390,0.69356
2.14908,13.44497,1.54567,0.59438,1.60682,1.46608,-0.48060,0.13531,-2.46723,-1.35604,1.24234,-1.40178,0.26499,0.89448,-0.60773,-0.52879,0.07972,0.36039,0.03876,-0.16972,-1.74650,-0.33113,-0.39393,0.34305,-0.75419,-0.45624
1.53597,6.97347,1.16588,0.05572,1.66838,1.47670,1.14099,-0.55835,-1.75200,1.01833,-0.66354,0.87615,0.25833,0.02001,0.02920,0.01316,-0.01456,-0.02818,0.03942,0.01890,0.09855,0.09716,0.00801,0.00703,0.12105,0.06606
4.11571,4.80796,2.10745,1.41278,1.61479,1.47075,0.32660,2.12068,-4.30324,-3.95858,1.20720,0.47155,-0.14377,-1.26136,-0.88407,0.09411,-0.62183,-0.08811,-0.39273,-1.59217,0.78170,-2.19631,1.45218,1.28417,-2.34398,-1.91164
4.90996,4.13811,0.61732,0.31829,1.48948,1.45728,-0.78546,-0.89605,0.26032,0.20911,-0.61321,0.60647,0.02142,0.00542,0.48022,-0.15330,0.31744,-0.06416,0.37313,0.40160,0.39022,0.48551,-0.15495,-0.02300,0.85606,0.47582
2.41349,5.54544,0.52219,0.73378,1.66771,1.48020,0.82860,-0.36788,-0.14242,-0.29828,-0.49329,-0.89695,0.63766,-1.16986,-0.79213,-0.23565,0.24012,0.55111,-0.59942,-0.75503,-1.01418,-1.06541,-0.57232,0.03944,-1.19711,-1.25841
2.33372,4.83803,1.02902,0.50128,1.52274,1.42981,0.54226,-0.68677,0.11270,-0.01219,-1.35751,-0.18035,0.29453,0.03290,0.23431,-0.16245,0.19742,-0.54897,0.09877,-1.11036,-0.51478,-0.55753,0.05208,0.02467,-0.36912,0.26527
4.88884,6.60107,1.08935,1.49445,1.59120,1.44550,0.02588,0.40203,0.92689,-0.27724,-1.48487,-2.10296,0.09126,0.01299,0.93032,3.67916,-2.52224,-1.84125,-1.80500,-0.08178,-0.35036,-0.68833,0.21437,-2.52706,0.82545,-0.28275
7.46216,6.38627,0.68806,0.34900,1.51467,1.46775,0.98490,-0.97043,-0.35623,0.25116,0.67678,-0.78978,-0.62065,1.70473,-0.13029,-0.51158,0.17871,0.14703,0.21895,-0.17031,0.21718,0.32778,0.03276,-0.75676,-0.18414,-0.12245
5.88095,7.52331,0.20453,0.84693,1.59245,1.48012,-0.10521,0.11081,0.17453,0.18313,0.07331,0.00888,0.28730,-0.12577,-0.18291,0.14605,-0.22458,-0.64832,-0.10100,-0.56903,-0.13391,-0.98617,-0.38909,1.78866,0.47374,0.28095
3.02682,4.96838,1.67354,1.04359,1.49451,1.44162,1.41573,-1.39945,-1.18172,-2.85903,0.76852,-1.15148,-2.56527,0.68914,1.60437,-0.39393,-1.00264,0.44970,1.21290,0.31839,-0.16715,0.40383,0.85532,-2.08309,-0.92289,-0.36581
6.70161,9.87792,0.38557,0.82816,1.59482,1.45184,-0.49934,0.16342,0.54289,0.28433,0.15229,0.41612,0.45393,-0.14837,0.82988,0.84253,0.21782,0.65821,1.01415,-1.41996,0.85217,-0.89298,0.04587,-1.49005,-0.35904,0.66300
8.43240,9.41713,2.28310,1.19095,1.46378,1.46223,-1.45796,-2.14060,0.01176,-3.37181,-3.58747,0.93076,-1.46298,-2.51616,0.16250,-0.43805,0.51505,-1.81113,-3.16430,1.00452,-0.60032,-1.28411,-1.79458,0.80598,-2.67623,-1.71848
2.19683,12.25861,0.17090,0.94633,1.67920,1.43912,0.12381,0.12818,0.00093,0.13062,-0.29505,-0.03649,0.03347,0.23626,0.50617,0.08082,-0.23740,1.30678,2.50258,-1.05345,0.91523,0.82799,0.69753,-1.06847,2.24622,1.41056
4.08578,11.51135,0.33481,0.13732,1.54278,1.48030,0.02376,0.36402,-0.32828,0.30029,-0.37887,-0.66370,-0.73791,0.11945,0.10172,-0.19648,-0.05212,0.10136,0.11030,0.00766,0.14980,0.15728,0.12684,-0.26527,-0.03293,-0.00278
1.68414,9.96952,0.22210,0.51346,1.54404,1.43829,-0.08502,0.50651,-0.18731,0.25920,0.04918,-0.23769,-0.49949,-0.20797,0.05277,0.24405,-0.62567,0.37615,-0.17054,0.50380,0.20902,0.27882,0.42811,-0.72879,-0.45400,0.50376
6.10844,8.12576,0.09857,1.63774,1.51987,1.45516,0.05396,-0.01751,0.00201,-0.10458,0.12288,-0.05703,-0.09184,0.08779,1.87777,-1.00178,-0.98258,0.31263,0.85285,-0.86285,-1.24992,1.25628,0.46698,1.92205,3.21772,0.14589
5.29829,3.17761,0.89775,0.31253,1.60859,1.46872,0.23401,-0.99455,-0.19405,0.69213,-2.11173,0.56202,1.33680,0.79166,-0.36881,0.29132,0.12487,-0.34535,-0.07050,0.32117,0.37862,-0.05405,-0.04292,-0.58215,-0.61177,-0.11413
12.87763,7.83814,1.45249,0.13686,1.54067,1.41273,1.80823,-1.20278,-0.72360,-1.56262,-0.05452,-2.57492,0.83546,-1.39876,0.20050,-0.07744,0.04660,-0.15524,-0.09918,0.03157,-0.08918,-0.14045,-0.04424,-0.01393,0.11473,0.01190
10.30485,2.90827,1.03339,0.66519,1.54618,1.46862,-0.34151,-0.22480,-0.87169,-0.78341,0.34761,0.12015,0.29919,-0.15908,0.16932,-0.76526,1.05428,-0.99936,-0.54052,0.22317,-0.20697,0.64668,-0.55925,-0.14810,-0.58779,-0.17377
7.90274,6.89321,0.54704,0.55276,1.58229,1.44345,0.21191,-0.85903,-0.03164,-0.44297,-0.53547,-0.36468,0.19859,-0.53479,-0.27845,-0.15884,1.06551,-0.97137,-0.62078,-0.02908,0.29306,0.35765,-0.86469,-0.50002,0.35748,-0.33261
10.23772,3.78645,1.57405,0.73970,1.52372,1.46958,-1.80265,-0.02922,-0.10723,0.05378,-0.25805,-0.75874,-0.83254,1.59495,0.76764,-0.38474,-0.86676,0.34399,0.90848,-0.00193,0.25020,-1.01791,0.44981,0.02901,-0.26274,-0.36760
4.84122,5.29258,0.51003,1.40137,1.52183,1.45259,0.28944,0.16160,0.45018,0.71412,0.47215,-0.00800,0.78202,-0.09404,0.24671,-0.15180,-0.87607,2.63418,-0.76726,1.10372,1.41686,-1.65829,1.57386,1.14327,0.61059,-0.74439
3.07928,6.23926,0.88220,0.30695,1.62018,1.48232,-0.44304,-0.80282,0.00626,0.39083,0.90162,-1.61500,0.73503,-0.22258,0.01958,0.36693,0.39553,0.36078,-0.14506,0.02137,0.20939,0.25141,-0.02659,0.16252,-0.33934,0.21145
6.33897,9.16628,0.52764,0.00464,1.51471,1.44737,0.10909,0.33163,-0.53866,-0.42152,-0.39601,0.25312,-0.26653,0.37250,-0.00531,-0.00556,-0.00467,-0.00400,0.00691,0.00248,0.00208,-0.00235,-0.00053,-0.00431,0.00757,-0.00747
6.45451,9.24476,2.19900,0.00918,1.60490,1.46001,-1.48369,2.31393,-5.51902,-1.65504,0.51485,-0.73938,1.09529,2.08274,-0.00025,-0.00137,-0.00092,-0.00228,0.01788,0.01130,0.00162,0.00008,0.00151,-0.01254,0.02300,-0.01261
6.20265,9.45318,2.31028,0.01027,1.62109,1.46072,-1.68121,2.45870,-5.67599,-1.74949,0.34070,-0.70084,1.14690,2.46093,-0.00096,-0.00240,0.00169,-0.00340,0.02172,0.01189,0.00161,0.00049,0.00075,-0.01672,0.02429,-0.01545
1.60978,2.17233,0.64245,0.12982,1.60068,1.45505,0.67363,1.36017,-0.88772,0.88006,0.26030,-0.31924,-0.54994,-0.84945,0.01108,0.06279,-0.03082,-0.20150,-0.16472,-0.00391,-0.07094,-0.10288,0.10479,-0.15179,-0.17209,0.09155
3.53713,11.33480,1.86489,2.23834,1.65336,1.51199,-1.22451,-1.78573,-3.49925,-0.14659,-0.27488,-0.73340,2.20742,2.81230,-3.70073,-3.66877,1.90833,2.52524,-0.93050,0.50405,-1.07272,-0.25086,0.00759,-0.32877,-0.49363,2.04938
1.27453,11.69415,1.33137,0.91236,1.67750,1.49104,0.43592,-1.31198,-1.41323,-0.88021,-0.09958,-0.83592,0.45650,0.01728,-1.61421,-0.98238,0.88331,0.40092,-1.09344,0.49920,-0.52331,-0.43166,0.49027,0.39076,0.38693,0.54815
0.52988,2.54042,0.92028,0.38540,1.57086,1.45093,1.02747,0.93153,-1.18118,0.80454,0.46475,0.36047,0.29850,0.08257,0.61244,0.62332,-0.21579,-0.46407,0.47565,-0.16078,0.12268,0.35269,-0.18393,-0.05669,-0.12399,-0.05405
3.69328,4.29982,1.45775,0.39965,1.56968,1.44857,0.16494,0.99351,-3.25010,1.16759,1.09957,1.04850,0.31487,0.81870,0.56806,0.51588,-0.46747,-0.46024,0.38473,-0.52673,0.46285,0.25391,-0.06440,0.04161,0.38749,0.12770
2.05589,7.66468,1.22741,0.19657,1.65819,1.46721,1.64833,-1.21395,-1.43190,-0.05620,-0.90326,-1.14287,1.30424,-0.18808,-0.31554,-0.25640,0.26476,0.21849,-0.13906,0.27960,-0.07523,-0.10570,0.12988,-0.12361,-0.19314,-0.06678
1.42067,3.99447,0.78897,0.21599,1.73122,1.48455,0.43060,0.68254,-1.69531,0.67498,-0.96903,-0.13855,0.33809,-1.31802,-0.22768,-0.01944,0.26276,0.17624,-0.38567,0.24024,-0.20700,0.14730,0.28787,-0.48787,-0.17209,-0.15094
1.98667,8.84386,1.80587,1.34295,1.58118,1.42305,0.12297,-1.38642,-2.16742,0.37123,1.76343,1.13161,-0.26785,4.54714,2.28850,-0.43651,-2.31239,1.29254,2.31772,-1.73296,1.52828,-1.13018,-2.22792,3.00439,1.62080,0.54767
4.13994,7.50419,1.77230,0.31331,1.66775,1.49467,1.14480,0.89683,-4.75080,3.09677,-0.96283,1.36009,-1.11621,-0.84515,-0.36178,0.49633,0.21858,0.24622,0.01695,0.59605,0.14672,0.20852,0.09498,-0.28376,-0.39168,-0.03625
1.49996,7.34222,1.67375,1.43832,1.58186,1.44969,1.58086,0.28841,-1.61024,-1.30089,1.66509,0.76581,2.07916,1.49565,0.80393,-1.90602,0.06994,0.27892,2.26453,-0.51873,0.85606,-0.84236,-0.50321,0.07972,1.97788,0.04749
1.28325,7.22511,1.15205,0.80764,1.59814,1.47161,2.39772,4.45445,-1.42013,0.77183,1.15655,-1.25001,-0.05848,0.02590,1.37601,0.88394,0.26297,-0.72235,-0.09910,-1.11182,0.18284,0.17509,-1.04545,-0.44580,-0.40505,0.20578
1.91495,4.68249,1.18497,1.34509,1.66211,1.44904,0.74153,-0.38661,-2.05911,-1.12348,0.16916,0.04816,-0.19547,0.60864,0.32806,-1.33489,-2.38233,-0.70628,0.28237,0.29942,1.53925,-0.57107,0.48298,0.38512,-2.14523,-1.03704
1.79716,9.34191,1.82447,0.15166,1.64332,1.41665,1.48354,0.72756,-2.39230,1.68709,-0.90638,-1.24440,3.11899,3.98263,-0.05268,0.04616,0.12474,0.14055,0.07771,-0.01566,-0.16136,0.29173,-0.04841,-0.16599,-0.02438,-0.20648
1.22826,6.96163,0.73974,0.44037,1.61082,1.41411,0.29201,0.33207,-1.33302,0.49376,-0.22487,1.50997,0.44567,1.03677,0.08285,0.17254,0.49087,0.84519,0.45359,0.15093,-0.33841,0.07613,-0.19611,-0.72940,0.34578,-0.27773
3.47508,6.77675,1.90296,0.38356,1.66362,1.48069,0.58451,0.88874,-3.76824,-0.07136,0.02793,0.84061,2.35226,0.74726,-0.00731,-0.18133,0.59852,-0.32102,0.03477,-1.18157,-0.35826,-0.16426,0.05822,-0.32086,0.59472,-0.02243
1.49563,4.98468,2.59101,0.21387,1.62880,1.46311,3.07387,3.88909,-1.52193,-0.22454,0.76924,-1.49464,-0.05971,0.83549,-0.02350,0.27947,-0.14939,0.04964,-0.01855,0.18036,0.34390,-0.10381,-0.08388,0.23592,-0.25103,0.26867
1.18515,5.52277,0.57296,1.19911,1.77505,1.40911,0.43651,1.07677,-1.44574,-0.13131,-0.43549,0.14972,0.42365,-0.30785,0.03457,0.30118,-0.75916,-0.82692,1.85275,0.04724,-0.84864,0.15615,-1.84507,-1.33090,0.72030,0.03407
1.58988,5.34510,1.30091,0.32547,1.85856,1.41492,0.14368,-0.22603,-1.61095,-1.62369,-0.11916,-0.08509,1.99977,-0.79379,-0.38336,-0.39014,-0.42082,-0.37579,-0.10045,-0.16267,-0.12818,0.14645,-0.23808,0.40487,-0.77956,-0.55156
2.73520,7.13747,1.17999,0.81169,1.49783,1.44596,-0.72743,-0.45069,-2.73268,-0.02067,0.39472,-0.31301,-2.27404,-0.86784,0.21707,0.53472,1.36609,0.36401,0.33591,-0.34248,-0.22187,0.76317,-0.05514,-0.32297,0.84218,-0.24535
2.61028,7.12576,1.15474,0.84752,1.49575,1.44588,-0.70614,-0.47956,-2.71485,-0.05724,0.41491,-0.26478,-2.28239,-0.88929,0.25072,0.53593,1.40382,0.37446,0.31995,-0.38085,-0.22428,0.77396,-0.03375,-0.34891,0.90901,-0.25222
0.43631,4.50386,0.23608,0.99714,1.70601,1.47489,0.34113,0.30156,-0.31239,0.16383,-0.18564,-0.18422,0.06936,-0.16006,-0.68671,-1.72118,0.51293,-0.06804,0.37502,0.64025,1.75292,1.46688,0.24127,0.03382,0.50088,1.26417
5.47817,7.73936,2.76087,0.57148,1.59471,1.47663,0.93728,-3.66066,-5.50646,-0.14673,0.39754,-0.52157,0.98630,6.77088,0.46008,0.91610,0.44966,0.59222,-0.07818,-0.42734,-0.45057,-0.17467,0.44544,1.06846,-0.48389,-0.85138
0.51319,4.67580,0.76335,0.43152,1.69591,1.48980,0.89882,1.19313,-0.79221,-0.08409,-0.22973,0.11423,0.69586,0.80598,-0.28238,-0.85683,-0.34099,-0.05973,0.32605,0.05972,0.02643,-0.55029,0.67819,-0.24617,0.53691,0.60732
