beta_manual,beta_acclka,sigma_z_manual,sigma_z_acclka,lambda_manual,lambda_acclka,gamma_manual__1,gamma_Z_manual__3,gamma_Z_manual__4,gamma_Z_manual__10,gamma_Z_manual__11,gamma_Z_manual__13,gamma_Z_manual__14,gamma_Z_manual__17,gamma_Z_acclka__2,gamma_Z_acclka__3,gamma_Z_acclka__5,gamma_Z_acclka__6,gamma_Z_acclka__7,gamma_Z_acclka__8,gamma_Z_acclka__9,gamma_Z_acclka__11,gamma_Z_acclka__12,gamma_Z_acclka__14,gamma_Z_acclka__15,gamma_Z_acclka__16
2.70192,6.14384,2.41845,0.82891,1.62422,1.40647,1.80510,2.87623,-3.12315,-2.01652,0.16911,-2.22652,0.48471,1.80728,-0.27389,0.11486,0.66071,-1.53231,-0.55822,0.11367,-1.45490,1.82231,-1.37101,-0.62413,0.79781,-0.10421
1.27871,6.89268,0.81694,1.23001,1.72166,1.45687,0.44838,-1.13362,-1.65303,-0.63568,0.17820,0.63234,-0.19464,1.03194,0.99781,-0.55689,-0.55769,-1.64026,-0.23598,0.36261,2.51837,1.38019,-0.79759,-1.41251,-1.00062,1.46740
1.05348,5.60643,0.64615,1.00586,1.75252,1.48950,1.22843,-0.31501,-1.18109,-0.21206,0.10480,-0.16857,-0.17579,0.32432,-0.70125,-0.33628,1.63290,-0.09577,-0.40141,-0.00895,1.18226,1.12453,0.48905,0.82911,-0.15661,0.50580
3.41172,4.89557,1.48686,0.70922,1.56471,1.41134,-0.75695,0.71218,-3.58860,-0.01769,0.38085,1.23388,2.03467,-0.05266,0.93676,0.39687,-0.55931,-0.15050,-0.01131,-0.62858,-0.14055,0.26383,-0.66713,-0.43308,0.16006,0.38116
4.73621,7.35877,1.91807,0.69900,1.61228,1.46128,-0.78871,5.49061,-5.09763,-0.88018,-0.15137,1.22416,-0.38707,0.21437,-0.20624,1.54741,0.23418,0.02193,0.48154,-0.64853,-0.24628,-0.30603,0.34018,-0.86202,0.69634,-0.95775
3.54779,5.84779,1.45547,0.32234,1.61268,1.47237,0.14741,4.22212,-4.01021,-0.52876,-0.19381,0.80000,-0.66323,0.62755,-0.10690,0.75464,-0.04107,-0.01054,-0.00616,-0.22432,-0.34178,-0.16691,-0.06251,-0.18904,0.15695,-0.01897
1.98387,4.47633,1.80649,0.80396,1.73429,1.47308,0.96524,-0.13776,-2.36074,-1.69552,-1.23000,-2.03318,0.34574,1.70858,-1.68079,1.20900,0.62112,0.04579,0.63376,0.61225,-0.87255,-0.81446,1.11781,-0.38619,-0.34900,0.45528
1.59092,7.07111,1.16650,0.48663,1.72043,1.46338,2.91180,0.29970,-1.92966,0.20624,0.02302,1.29737,0.70418,-0.61748,0.01700,-0.51151,-0.35615,0.05795,-0.16653,-0.34092,1.19592,0.63432,-0.48286,0.90216,0.28951,0.01093
1.23606,6.90394,1.96889,1.63356,1.65106,1.44860,2.31673,1.13675,-1.69221,-1.03347,-0.50536,2.35185,-0.27536,0.67463,0.98205,-2.51072,-2.24471,-1.03997,1.16115,-1.80562,2.92201,-0.78701,-0.95300,2.44886,0.05279,1.04183
1.22469,2.89150,1.06301,0.71391,1.63514,1.48142,0.97635,-0.54433,-1.50244,-0.06456,1.14079,-0.84005,1.19820,-0.20778,-0.53152,1.00569,1.23016,-0.12173,-0.24173,0.33454,-1.07650,-0.04183,1.07833,-0.59253,-0.01421,0.07070
0.65225,5.57358,0.70004,0.84915,1.70379,1.48814,1.33654,-0.69988,-0.96582,-0.40433,0.41820,-0.06949,0.72721,0.17948,-0.16618,-0.36357,0.09285,-0.09721,1.09459,-0.40794,-0.35741,0.27744,0.81751,-1.01439,0.19146,0.41255
1.27734,5.34241,0.98071,1.03169,1.65499,1.44536,0.07783,1.03998,-1.56028,0.21745,0.39697,0.81982,0.09446,0.30274,0.31875,0.38475,0.27619,0.53683,0.28018,0.81287,1.28602,-0.49256,-0.94866,0.74230,0.13212,0.07455
2.84339,6.31913,2.08382,0.89025,1.54903,1.44642,3.67356,-2.98634,-3.30118,-1.96132,-1.24089,-1.14100,2.72437,1.81056,-0.77233,1.31722,-1.56787,-0.38331,0.35760,-0.22013,0.10921,0.82106,0.54792,1.09235,-0.03335,0.72280
2.78606,5.20367,1.99610,1.30400,1.52496,1.42427,1.33262,-1.21312,-2.93344,0.02537,-1.96444,-1.11781,-0.10842,1.87154,-2.05252,1.31395,-3.21477,-1.38564,-0.64965,-0.03524,-0.32542,0.26168,2.39890,0.28490,-1.62988,1.81356
1.60424,7.11506,1.07938,0.42055,1.65309,1.49515,0.80206,-1.20728,-1.72911,-0.55342,1.30318,-1.06265,0.38791,-0.37205,-0.51670,-0.43826,0.02248,-0.18838,0.54669,0.25822,-0.65209,0.13268,-0.42198,-0.28971,0.44689,0.30945
1.38174,6.41457,0.99565,0.34750,1.71895,1.49309,0.96445,-0.96217,-1.87817,-0.61353,1.02385,-1.12599,0.32470,-0.70258,-0.10353,-0.57131,-0.17278,-0.23654,0.24898,0.12623,-0.64747,-0.11791,-0.45328,-0.30129,0.44068,-0.22771
1.26470,3.85256,0.77660,0.54705,1.61949,1.48051,1.66828,-1.45982,-1.73493,-0.28171,0.93564,-0.54282,0.57219,-0.54794,-0.44488,-0.42615,-0.70320,-0.16314,0.83053,0.28034,-1.04502,1.03857,-0.64550,-0.65707,-0.19903,0.39035
1.33167,3.41682,0.68234,0.54980,1.60186,1.47638,1.47199,-1.17910,-1.57374,-0.37610,0.82211,-0.52995,0.40383,-0.44702,-0.36759,-0.49151,-0.71491,-0.12616,0.87984,0.26796,-1.04316,1.17948,-0.67733,-0.67166,-0.31677,0.29129
2.09933,8.93202,1.02811,0.14809,1.64916,1.47057,0.05026,0.49523,-1.95043,1.40698,-1.54603,0.24215,-0.12989,-0.23348,-0.20829,0.16101,0.11912,0.07340,-0.05298,-0.07304,-0.10861,-0.12811,-0.10806,-0.15443,0.14655,-0.16371
2.29647,9.76087,1.24056,0.12914,1.65313,1.46620,-0.02354,0.27668,-2.34933,1.70294,-1.75359,0.35747,0.30688,-0.09761,-0.15650,0.12784,0.09340,0.05588,-0.10718,-0.09036,-0.09966,-0.08877,-0.07591,-0.14953,0.03422,-0.12167
1.14514,12.21229,0.64628,0.28512,1.88653,1.45305,0.40275,-0.52903,-1.68194,0.58640,-0.82080,0.37407,-0.55525,-0.15021,-0.08653,0.16564,0.07238,0.05585,0.10997,0.06305,-0.06499,0.07211,0.01247,-0.31509,0.43199,0.16289
1.28412,11.40433,1.50758,2.31741,1.65176,1.43982,1.51297,-1.28620,-1.32309,-1.21372,0.49873,0.32073,2.46590,0.62698,4.69196,-0.20249,0.33277,-0.25715,-0.66149,4.24339,2.41487,0.27118,-1.45068,0.17334,-2.88876,-2.31697
2.24852,5.72243,0.96520,0.15933,1.63293,1.46754,0.02616,0.55031,-2.28075,1.81339,-1.10333,-0.58312,-0.25621,-0.40827,-0.12064,-0.11503,-0.05518,-0.10362,-0.06535,-0.15492,-0.04328,0.05312,-0.09527,-0.00864,0.20474,0.05920
1.89881,4.15206,0.84229,0.60875,1.69881,1.44764,0.80759,0.49764,-2.20572,1.55318,-0.27251,-0.18029,0.06576,-0.07895,-0.11403,-0.89501,-0.29326,-0.50846,0.03215,0.14158,0.09262,0.83576,-0.05435,0.05566,0.70460,-0.00420
1.90145,4.38106,0.88975,1.36690,1.65039,1.47390,0.26001,0.64244,-2.38313,2.17050,-0.41389,0.24924,0.46913,0.22947,-1.33439,-2.04789,-1.86204,-1.86138,-0.15159,-1.14056,0.28070,2.72379,-0.98202,0.43252,1.98186,-0.04903
1.27584,4.48264,1.09434,0.96753,1.57272,1.44272,1.40775,0.77422,-0.93056,-1.05135,0.73463,-0.21254,0.51990,0.46732,1.05546,1.75952,0.70500,-1.34167,0.57284,0.66819,-0.97209,-0.49685,1.22048,-0.81201,-1.49233,-0.42179
0.94578,3.77465,1.25883,0.94687,1.54471,1.45301,1.51053,0.88156,-0.95476,-1.02908,0.69815,-0.56718,0.99484,0.12458,1.07277,1.27124,0.74957,-1.61971,0.81624,0.60609,-0.53248,-0.45889,1.22937,-0.69039,-1.23056,0.00727
0.92004,3.81335,1.00586,0.80240,1.73498,1.45915,0.91468,0.74618,-1.18777,0.78580,-0.87871,0.23561,0.49385,0.12067,-0.11140,-0.56148,0.04392,1.64536,0.24685,-0.27039,0.26881,0.79775,-1.07982,1.22689,1.28071,0.73304
2.18085,4.62589,1.75919,1.23358,1.57024,1.50312,3.13921,-2.16266,-2.48427,-0.75766,2.53405,-1.02937,1.63988,1.13633,-0.19585,1.58599,-0.20035,-1.75148,-0.27587,1.12438,1.21632,-0.64361,1.20772,-0.71585,-1.25729,-0.38174
1.80131,6.10643,1.43894,0.18729,1.75397,1.42208,-0.81172,1.86235,-2.13858,0.67520,-0.95850,1.89353,-0.56403,-0.41373,-0.12912,-0.28163,-0.02347,0.13354,0.09355,-0.19982,-0.44591,0.26165,-0.22430,0.17046,0.19883,0.10698
1.46032,7.93554,1.00668,0.20249,1.62719,1.44890,2.34455,0.17884,-1.72946,1.60100,0.38013,1.25975,0.68285,0.46747,-0.07523,-0.24562,-0.03354,-0.07900,0.15299,0.11921,0.04061,0.05420,-0.22489,0.09753,-0.23276,0.12627
0.99769,6.38286,1.40559,0.08913,1.57848,1.43995,1.59417,0.80468,-1.08372,2.63609,0.42398,1.69799,1.10119,1.06263,-0.02000,-0.06762,-0.08298,-0.04125,0.08606,0.06669,0.02804,0.08246,-0.07347,0.01367,0.07847,-0.11150
2.17159,3.00036,1.30747,1.84634,1.73774,1.47797,-0.30548,-0.57638,-2.52565,-2.40951,1.42836,1.20710,-0.79765,-1.72606,-0.79027,-0.94409,1.07273,-0.07796,0.00783,0.57073,2.74743,-0.10519,-0.76698,0.71995,0.34626,2.61736
1.71264,11.01908,1.13227,0.08536,1.54484,1.45332,1.92871,0.81200,-1.78768,2.22366,0.08628,-0.99167,1.45782,2.23857,0.05442,0.06052,-0.05737,0.00297,0.10704,-0.06987,-0.13991,-0.02242,0.11860,0.00021,-0.01156,-0.12182
2.54767,6.79512,1.74221,0.16663,1.62772,1.44916,-0.78746,4.53844,-2.87066,0.89533,-1.60334,-0.60474,2.65473,-0.36117,0.25198,-0.14695,-0.00350,0.07636,0.11002,-0.04952,-0.20624,-0.02846,0.14025,0.02377,0.06992,-0.54122
2.06845,8.25689,1.43980,0.13127,1.61105,1.43769,1.00740,3.33685,-2.36911,-0.23776,-0.71752,-0.45301,0.90928,0.51221,0.19398,-0.08940,-0.09397,0.17059,0.12716,0.10284,-0.02002,-0.12349,0.02083,-0.09922,-0.05461,-0.23055
2.53411,9.00899,1.13668,0.01083,1.57213,1.47401,1.87947,0.25918,-2.80033,-1.24906,0.14636,1.89758,0.69663,0.76511,-0.00151,-0.00265,-0.00709,0.01377,0.00641,-0.01745,-0.00611,-0.01508,-0.00674,0.00658,-0.00043,-0.00773
1.82531,10.12135,0.93863,0.00776,1.64484,1.47993,1.05592,0.70279,-2.08964,-1.32017,0.52688,0.90631,0.28785,1.23562,-0.00392,-0.01068,0.00523,0.00833,-0.00475,-0.00994,0.00629,0.00313,-0.00772,0.00708,-0.00020,-0.00441
0.46850,6.64409,2.05944,0.10999,1.66424,1.43194,1.64847,-0.50678,-0.58555,1.15646,1.96235,-0.74947,2.27754,0.96799,-0.05877,0.19211,-0.02599,0.02171,0.08944,-0.02028,-0.12806,-0.04801,0.15246,-0.17870,-0.03973,0.08414
3.07900,4.95255,1.05108,0.11679,1.69566,1.44163,-0.53886,-0.73273,-3.18083,0.35172,1.83922,0.70458,-0.41433,0.03618,0.06444,-0.21263,-0.07481,0.04744,-0.22601,-0.19614,-0.06804,0.13002,-0.04880,-0.26095,-0.09255,-0.01406
1.65697,3.16996,2.35528,0.06847,1.68561,1.47531,1.17451,-0.47672,-1.85138,-1.50405,5.18751,-1.56946,0.44295,0.82032,-0.03479,-0.03059,0.00117,-0.04769,0.09295,-0.10066,0.02204,0.04552,-0.08131,-0.08664,0.10830,0.02877
3.45596,6.23073,1.47406,0.01111,1.63192,1.46508,1.61846,-1.11193,-3.72604,1.83099,-2.40231,2.02448,0.81229,-0.76587,0.00670,0.00526,0.00273,-0.00905,-0.00760,0.01963,-0.00200,-0.00321,0.00932,0.00727,-0.01288,-0.00802
1.72533,12.96866,1.27209,0.22333,1.66599,1.46170,0.42996,1.16577,-2.04476,-1.41201,1.92166,-1.69430,0.13188,2.45239,-0.12357,-0.10414,-0.08059,0.29547,0.10287,-0.34595,0.01478,0.09635,-0.11817,-0.11026,0.25498,0.09203
-0.23891,10.67877,1.78678,0.46992,1.67430,1.49823,2.69885,-0.37954,-0.01675,1.09199,2.11928,1.46011,2.46878,0.69506,0.45529,0.15144,0.64855,-0.40600,0.43120,0.48395,-0.28033,-0.20576,-0.19015,0.10706,-0.16962,-0.03783
2.07807,3.04822,1.44051,0.42913,1.72478,1.44833,1.56591,0.93892,-2.45993,-1.71400,-1.45473,-1.69017,0.00622,1.38770,-0.37737,-0.05845,-0.37063,-0.12322,-0.07717,-0.74273,0.56136,0.39928,-0.04304,0.01733,0.31248,-0.41818
1.82503,4.78451,1.00162,0.13272,1.66844,1.53735,0.01760,-0.14466,-2.41020,-0.48733,0.13834,-0.56696,0.06708,0.75463,0.30709,-0.03061,-0.10296,-0.04913,0.04996,-0.00459,-0.00267,0.06404,-0.23211,0.26358,0.04167,-0.04727
2.31241,4.44026,1.31908,0.11349,1.66692,1.53419,0.93669,-0.13293,-2.66342,0.56536,-0.05627,-1.47021,0.77093,0.74491,0.13070,-0.03201,-0.01558,0.04563,0.09112,-0.00532,-0.00380,0.13239,-0.20724,0.22778,0.05255,-0.04687
1.68481,5.32160,0.92533,2.76294,1.67679,1.42154,0.26079,0.37281,-1.83534,-0.54579,0.12393,1.30787,1.31520,-0.06296,5.74884,-2.17789,0.26006,-1.69772,0.74944,1.11242,0.21354,-1.02239,-1.60885,-2.20880,-1.25769,-0.73917
1.23002,3.94327,1.10237,0.02622,1.65616,1.50546,0.89331,-0.06780,-1.64330,1.46580,-0.61089,-1.36568,-0.55955,0.09729,-0.03104,0.00649,-0.00150,0.03355,-0.00687,-0.01371,-0.00345,-0.00175,0.03463,-0.00699,0.02476,0.02052
2.97061,5.94897,1.85154,0.01435,1.63547,1.43762,0.37673,-0.91253,-3.55021,-2.22319,0.89514,2.37336,2.07816,0.63444,0.02254,-0.01064,-0.01109,-0.00210,0.00210,0.00443,0.00896,0.00029,-0.01162,0.02215,-0.01214,-0.00081
1.77486,2.57893,1.45898,0.01713,1.61193,1.50582,0.21940,1.42728,-2.20177,-1.06399,-0.04332,2.47602,-0.34704,-0.81090,-0.01244,-0.01190,-0.02373,0.00246,-0.00685,0.00199,0.00380,-0.00843,-0.00186,0.00072,0.01923,0.04844
0.96453,8.45077,1.40290,2.76695,1.77527,1.45015,1.23632,-0.15357,-1.38991,-0.96037,-0.86238,-0.29054,0.89833,1.61463,3.06118,-2.00972,0.29857,-0.90200,-0.61926,-1.20412,1.00840,1.88545,1.39714,-2.83163,-2.86236,-2.93609
1.40747,8.94227,1.21945,2.46598,1.78117,1.45681,0.89335,0.45813,-1.46957,-0.33457,-1.16422,-0.98206,0.77643,1.85580,2.26407,-1.68553,-1.35512,-1.06860,-1.54315,-1.21655,0.98441,1.32261,0.90672,-1.63593,-3.06984,-2.52995
2.48269,4.99713,1.20614,0.08517,1.47790,1.48478,0.51212,-1.16905,-2.91030,0.63645,0.52481,2.28986,0.02049,-1.18307,-0.02496,0.09027,0.06231,-0.02608,0.09006,0.10820,-0.05244,-0.11805,-0.12564,0.12103,0.07938,0.15086
0.67304,9.14778,1.89336,2.02097,1.79209,1.45805,1.38886,1.57443,-0.85502,0.84510,0.11068,-1.47171,0.46759,0.16085,-0.68099,-0.90201,-0.63136,-0.21430,-2.76965,-3.10567,2.52842,3.95155,2.79874,-2.70974,-1.79044,-4.11167
0.85133,8.94375,1.13029,1.23540,1.75830,1.44609,0.17496,0.75834,-1.43415,0.33865,-0.67238,1.12192,0.71817,-0.06721,0.25193,0.29015,1.07133,-0.83419,-1.39340,-0.79397,0.78735,1.99231,2.62856,-1.16991,0.30389,0.19921
4.21810,8.59642,2.03778,0.21873,1.56968,1.47489,3.75326,-0.84373,-4.65547,-1.39145,3.11417,0.91042,0.18321,0.99125,0.05154,0.17133,0.41653,-0.16423,0.14683,0.15470,-0.27411,-0.10065,0.18468,0.13895,0.17145,0.01557
3.90255,8.75624,1.90664,0.26394,1.55076,1.48815,2.48362,-1.14042,-4.22997,-1.35296,2.52243,0.32028,0.63390,0.91488,0.06390,0.01260,0.55484,-0.28526,0.25627,0.23448,-0.28279,-0.10241,0.31503,0.18297,0.13846,0.05230
1.38725,2.42896,0.96515,0.24936,1.70253,1.46397,1.46792,1.81054,-1.66073,0.12647,2.28833,1.89788,0.17254,-0.29549,-0.05164,0.16326,-0.19816,0.54526,-0.15247,-0.28962,0.14301,0.02565,-0.10102,-0.14249,-0.25317,0.06546
5.62330,8.38993,2.62256,0.04809,1.56435,1.47013,0.13994,-4.73247,-6.21217,-2.41324,1.40060,2.46995,0.06695,2.15274,-0.02400,-0.01204,0.04633,-0.04095,-0.02034,0.01968,-0.12757,-0.03015,0.02530,0.00321,-0.01031,0.05134
3.29672,7.76732,2.03786,0.10091,1.62961,1.46817,0.99534,-3.61139,-3.47910,-1.13956,-0.60818,2.25140,-1.16050,1.64822,-0.08323,0.08739,0.13337,-0.08197,0.01730,-0.07417,-0.36211,-0.10037,0.06797,-0.04160,-0.07368,0.05355
4.88352,5.11780,2.16922,0.03670,1.57871,1.45709,-0.16203,-1.44660,-5.03387,-2.45640,0.50780,2.13728,-1.57857,4.10150,-0.04635,-0.00941,0.08705,-0.04519,-0.02670,-0.05588,-0.03820,-0.04553,0.00628,0.04137,0.06690,0.05015
3.39465,4.29350,2.14566,0.02673,1.61973,1.45031,-0.22958,-0.50242,-3.54162,-3.00413,1.89736,1.60799,-1.51084,3.90984,-0.03420,-0.00625,0.06849,-0.03161,-0.01342,-0.01200,-0.02018,-0.01787,-0.00455,0.02019,0.05076,0.03512
3.52492,4.21255,2.34607,0.03065,1.61239,1.45705,-0.58211,-0.42407,-4.01458,-3.41397,1.71896,1.28902,-1.61257,4.24308,-0.03959,0.00418,0.06939,-0.03832,-0.00783,-0.01285,-0.02958,-0.01167,-0.00326,0.01738,0.05542,0.03537
2.32873,4.31518,1.10105,1.43158,1.59270,1.49190,1.19728,0.24363,-2.58036,0.70538,0.03177,-0.34680,0.59089,0.17472,0.06239,3.34466,-0.10929,-1.03847,-1.54020,-0.75267,0.35843,-0.15626,-0.52352,1.88140,1.11422,-0.81096
2.39073,1.81773,1.25988,0.56451,1.62773,1.52543,0.26193,-0.16537,-2.71136,0.11934,0.23381,-0.30682,1.76637,0.01248,0.19236,0.76037,0.38109,-0.51505,0.12032,-0.69921,0.02868,-0.11713,-0.35663,0.37160,0.25121,0.17087
3.70414,6.12501,1.77027,1.95397,1.61656,1.47486,0.92720,-0.52834,-3.20819,4.63089,-2.44623,1.16259,0.63082,-1.54554,0.11030,-5.39957,-0.26867,-3.58561,0.79912,-1.36317,0.70683,-1.09438,-0.66510,-2.12231,0.33771,-0.44503
0.75088,8.61916,0.79041,0.68954,1.67859,1.43927,0.22959,-0.00846,-0.90030,0.42113,0.09000,0.08679,1.55147,0.26901,0.27804,0.33500,-0.13567,-0.65920,0.02383,0.24309,0.20264,1.00500,-1.21250,0.08446,1.41942,0.22295
4.71514,2.52185,2.35349,1.06990,1.61113,1.49866,6.07555,-2.23187,-4.92924,-2.62222,1.86099,-1.93195,-1.57994,-0.26958,-0.42218,-1.11849,-0.26722,0.99985,0.26610,0.66893,0.37430,0.21089,-1.38612,1.21077,-1.87109,1.32374
2.32291,5.38311,2.11800,0.32287,1.58738,1.52125,2.88427,1.29364,-2.63668,-2.13744,0.19239,1.51869,-0.95792,-1.09338,-0.10100,-0.10291,0.75866,0.43611,0.36821,0.37217,0.34176,-0.37446,-0.10526,0.45634,-0.17519,0.09665
1.48549,10.43938,1.43919,0.80952,1.78783,1.42386,-0.00017,-0.66368,-1.95809,1.80086,-0.38190,-1.47692,1.84783,1.82603,0.94205,0.23610,-1.92877,-0.84931,-0.64399,-1.03385,-0.66725,0.96503,0.78110,0.01391,0.45961,0.34953
2.54758,2.40795,1.74952,0.16637,1.57948,1.50004,3.30611,0.56737,-2.94039,-1.95407,0.47640,1.88685,-0.73849,-0.36904,-0.24477,-0.06943,0.41516,0.27879,0.07038,0.22606,0.16212,-0.17058,-0.16917,-0.03039,-0.09636,-0.07719
3.02809,4.56836,1.69236,0.24986,1.62648,1.50697,2.63436,-0.60442,-3.47030,-2.55194,0.30231,1.10355,-0.38729,-0.73523,-0.33689,-0.00562,0.63287,0.22175,-0.07982,0.12069,-0.13893,-0.51842,-0.19017,-0.00876,-0.21818,0.01059
0.65197,5.28475,0.85721,1.53048,1.74230,1.41424,0.91254,-0.47678,-0.99140,0.73099,-0.26902,0.02682,0.60736,1.36495,-0.39272,-0.60526,-4.12883,-0.90336,-0.10798,0.03697,-0.70274,-1.12879,1.04680,0.36480,1.21301,-0.65499
2.25151,7.74899,1.43743,0.64166,1.60914,1.51293,0.31146,0.87405,-2.78001,-1.54448,1.56278,-0.31745,0.21389,0.00342,0.01605,0.23039,1.95151,0.06578,-0.13742,0.06782,0.18314,0.38124,-0.56986,-0.61032,-0.56031,0.43643
2.21519,12.35068,1.19375,0.81771,1.68824,1.44665,2.29670,-0.55646,-2.55512,2.62343,-0.05752,-1.03510,-0.05305,-0.12504,0.86205,0.85450,-0.69115,0.54034,0.61443,-0.40183,0.08156,0.08781,1.11797,-0.29866,1.36679,-1.04559
2.95662,14.19924,1.79090,1.00080,1.62902,1.45978,0.23463,0.49834,-3.46361,-2.73861,-0.07055,1.20978,2.15714,1.03194,0.38893,-1.01529,0.69793,-1.39287,-0.76960,0.30885,0.41738,-0.04142,-1.86244,0.50850,-0.30912,0.60985
1.76818,8.89598,0.98946,0.23366,1.66980,1.44036,1.05606,0.00324,-2.34725,1.23534,-0.10833,0.13182,-0.63124,0.56927,0.55916,-0.05009,-0.26497,-0.66549,0.17026,-0.04394,0.01664,0.16092,0.03970,-0.19368,-0.00702,-0.06784
2.28993,3.46401,1.65817,0.63315,1.59004,1.45558,0.36866,2.27837,-2.78307,1.84883,1.29745,0.57383,1.08966,-0.42939,-0.93950,-0.00679,0.65823,0.29821,0.22763,0.68147,0.98692,-0.29499,0.40619,0.07669,0.42290,-0.34138
2.10398,2.09965,1.18493,0.57699,1.57918,1.44546,0.22406,1.86447,-2.24795,1.02427,0.84445,0.71894,0.83234,-0.31967,-0.56583,-0.02448,0.46153,0.08101,0.53575,0.61482,1.06708,0.19467,0.45337,0.45104,0.29117,-0.57605
2.40093,7.01817,1.42762,1.43775,1.70866,1.50173,0.06123,-1.10410,-2.44589,-0.25382,0.37335,-0.64192,-1.04235,-0.67972,-0.72763,-0.47883,-1.08090,0.06804,1.70808,1.11190,-2.22615,-0.07426,-2.52159,0.05518,0.68067,2.03981
2.58114,6.95382,2.04592,1.71281,1.71967,1.44863,0.96330,-0.11778,-3.11341,0.55562,-0.89452,1.32609,-0.45387,-1.39366,-0.80125,0.77994,-1.46456,0.65100,0.53461,1.18796,-1.11662,1.10819,-0.90095,2.20983,0.56628,2.96981
2.25686,5.79529,1.13267,0.53118,1.52818,1.50149,1.51859,1.11936,-2.16220,-1.23478,-1.49536,-1.80153,0.68708,-0.90199,-0.03903,1.23225,-0.44963,-0.10780,0.37585,-0.50792,0.66918,-0.24013,0.54526,0.38922,0.19528,0.36396
0.91478,5.82383,1.66741,1.34536,1.73341,1.43847,1.90376,-0.87093,-1.15241,1.62377,1.46477,2.19103,0.93098,2.50717,2.81678,-1.57131,0.07726,0.57659,0.84870,-0.02651,0.25872,-0.66987,1.17879,1.24451,1.02725,-1.51089
0.36016,4.85658,1.22341,1.34458,1.72615,1.43130,1.39995,-0.26882,-0.54202,1.10277,0.80819,0.77724,0.75345,1.20728,2.44108,-1.16933,0.65771,1.32243,0.12842,0.61960,-1.12796,-0.20503,-0.12195,1.34280,1.35361,-1.72558
1.31578,4.10094,1.61947,0.39394,1.67199,1.46100,3.33383,-0.01016,-1.31148,2.17778,2.24254,3.72790,2.08611,0.28966,0.82298,0.35690,0.58217,0.74914,-0.42368,0.19805,-0.05710,0.44291,0.39945,-0.20832,0.08209,-0.59169
0.84106,5.07344,2.21140,1.11322,1.59163,1.43858,2.09576,5.14369,-1.23947,3.33558,4.71614,3.35951,1.82858,3.31618,2.06196,1.96133,1.13987,-0.28236,-1.03621,2.12211,0.29096,1.28522,1.03104,-0.65375,-0.38867,0.34884
1.09174,3.99721,1.38523,0.12287,1.68881,1.46394,1.85133,0.20050,-1.59552,-0.82793,0.47796,0.71749,1.05958,0.63408,-0.32712,-0.25429,-0.03985,-0.14624,0.04194,0.05989,0.07061,0.02509,-0.10353,0.20708,0.11916,-0.01218
2.08861,8.45450,1.24966,0.03649,1.59680,1.47578,0.51216,0.46460,-1.81336,0.76826,-0.11784,-0.89384,1.17120,0.72223,0.05382,0.07471,0.00168,0.04672,0.04502,0.03774,0.03729,-0.04958,0.00761,-0.06048,-0.03758,0.00958
2.50463,5.77191,1.39834,0.06666,1.56868,1.45896,-0.14328,-0.86178,-1.81158,-0.53706,-0.54764,0.90169,0.81640,0.97574,0.11514,0.03187,-0.00610,0.05368,-0.02885,0.05126,0.01079,0.01122,0.04156,-0.05292,-0.03333,-0.09400
1.34247,5.33112,1.06612,1.65447,1.73224,1.46631,1.29787,1.07768,-1.17519,-0.54285,0.51981,1.56977,0.22262,1.92150,-0.45349,1.27896,1.18509,1.29671,0.83959,-1.11482,0.26589,-0.23244,1.06768,-0.70339,-1.02951,1.97961
0.35621,9.07457,0.83069,1.04251,1.80174,1.46719,1.53673,1.37228,-0.83097,0.16261,-0.00755,0.82813,0.09470,-0.52240,0.99234,2.08523,0.46600,1.09935,0.14666,-0.85445,1.10890,-0.15605,1.56298,-0.39259,-0.22011,0.01726
2.83685,9.46729,1.98630,1.25481,1.57465,1.49089,-1.27938,-1.26611,-2.34841,-1.97431,-0.48947,-1.11089,0.78578,2.73075,1.67813,2.37875,0.80565,-2.67085,0.11064,1.21978,-0.36899,-0.04706,1.47393,0.47122,1.37041,-0.48302
3.18748,9.56423,1.97328,0.77273,1.58479,1.50307,-0.43445,-2.21810,-3.59838,-0.49833,-1.70236,-0.18298,1.07119,4.79635,1.32102,0.91460,0.35823,-0.52259,0.66452,0.48706,0.40540,0.31637,1.02507,1.18829,0.20837,-0.52087
2.85500,10.50408,1.46282,1.05899,1.72016,1.43787,2.90151,0.50418,-3.12162,-0.51066,2.16786,-0.44397,0.70300,-1.58684,-0.30325,-0.38070,0.12447,0.82870,-1.79336,1.04861,-1.00059,-0.12915,0.31174,-0.08520,0.31857,1.83351
2.85369,6.38478,1.58449,0.98236,1.62967,1.48937,-0.38198,-1.54351,-3.04548,-1.16653,-0.83645,0.66176,0.17430,1.46084,0.35328,-0.20298,-0.53259,-0.37619,1.93904,-1.21873,0.14162,0.26952,-1.83905,-0.15223,-0.64687,-1.59159
1.59126,7.17335,1.42700,0.71058,1.65736,1.46133,1.53900,-1.14116,-1.89769,-1.83207,0.06062,0.17193,1.54482,0.53277,0.54582,-0.17376,-0.24991,-0.21737,1.01465,-0.70185,-0.42608,0.14406,-0.55346,0.01355,-0.90140,-1.06293
2.51662,4.11531,1.46481,0.27548,1.60280,1.42339,0.80585,-1.82618,-2.64015,2.89917,2.19535,-1.36205,2.89897,3.02739,0.03619,0.07189,0.53188,0.12319,-0.11276,-0.03410,0.20814,0.01047,0.18891,-0.09348,0.03385,-0.22457
